epochs steps out_loss offset_loss train_accuracy time
75 35 0.062 460.721 0.981 52499.307
75 36 0.061 457.708 0.979 52502.623
75 37 0.057 461.276 0.981 52505.930
75 38 0.043 459.977 0.988 52509.284
75 39 0.044 474.777 0.985 52512.602
75 40 0.043 450.197 0.987 52515.914
75 41 0.044 465.672 0.986 52519.298
75 42 0.045 454.805 0.988 52522.587
75 43 0.045 470.035 0.986 52525.859
75 44 0.045 472.119 0.985 52529.079
75 45 0.042 481.994 0.988 52532.342
75 46 0.046 478.275 0.985 52535.542
75 47 0.042 475.655 0.986 52538.755
75 48 0.054 473.028 0.983 52541.971
75 49 0.064 489.835 0.978 52545.213
75 50 0.047 473.317 0.985 52548.455
75 51 0.045 499.631 0.985 52551.672
75 52 0.165 470.102 0.956 52554.921
75 53 0.060 453.765 0.980 52558.172
75 54 0.040 475.749 0.989 52561.418
75 55 0.042 461.514 0.986 52564.706
75 56 0.048 473.723 0.985 52567.962
75 57 0.044 470.715 0.987 52571.160
75 58 0.044 473.458 0.984 52574.410
75 59 0.050 485.691 0.984 52577.689
75 60 0.050 467.669 0.983 52580.978
75 61 0.061 473.510 0.980 52584.201
75 62 0.046 466.775 0.986 52587.459
75 63 0.061 464.760 0.979 52590.763
75 64 0.061 429.279 0.978 52594.119
75 65 0.041 463.200 0.988 52597.470
75 66 0.053 486.107 0.983 52600.706
75 67 0.051 484.240 0.984 52603.992
75 68 0.047 449.244 0.983 52607.204
75 69 0.047 464.239 0.983 52610.443
75 70 0.064 518.805 0.977 52613.680
75 71 0.041 497.246 0.987 52616.963
75 72 0.097 450.406 0.968 52620.183
75 73 0.137 484.925 0.958 52623.516
75 74 0.068 461.603 0.977 52626.750
75 75 0.084 463.296 0.974 52630.068
75 76 0.078 486.643 0.972 52633.327
75 77 0.080 488.899 0.973 52636.565
75 78 0.053 490.825 0.983 52639.826
75 79 0.064 500.891 0.979 52643.029
75 80 0.061 482.588 0.980 52646.260
75 81 0.089 507.579 0.970 52649.513
75 82 0.105 494.962 0.965 52652.751
75 83 0.078 463.180 0.975 52655.973
75 84 0.064 464.366 0.977 52659.214
75 85 0.055 467.826 0.980 52662.587
75 86 0.079 475.163 0.972 52665.826
75 87 0.055 471.698 0.980 52668.991
75 88 0.124 509.710 0.951 52672.211
75 89 0.058 476.698 0.980 52675.394
75 90 0.058 466.677 0.981 52678.557
75 91 0.113 500.806 0.964 52681.705
75 92 0.117 485.451 0.965 52684.860
75 93 0.076 448.579 0.977 52688.043
75 94 0.070 491.980 0.975 52691.283
75 95 0.078 482.229 0.970 52694.634
75 96 0.068 459.056 0.977 52697.826
75 97 0.057 445.384 0.979 52700.988
75 98 0.066 466.039 0.977 52704.163
75 99 0.058 465.410 0.979 52707.396
75 100 0.081 491.210 0.972 52710.675
75 101 0.074 472.510 0.974 52714.086
75 102 0.081 463.019 0.972 52717.430
75 103 0.083 437.226 0.972 52720.701
75 104 0.073 451.445 0.975 52724.022
75 105 0.060 470.679 0.977 52727.234
75 106 0.060 472.038 0.978 52730.417
75 107 0.062 503.036 0.978 52733.611
75 108 0.060 482.472 0.979 52736.827
75 109 0.062 481.694 0.978 52739.986
75 110 0.057 472.729 0.980 52743.163
75 111 0.062 464.779 0.978 52746.348
75 112 0.080 457.603 0.974 52749.572
75 113 0.053 475.588 0.981 52752.781
75 114 0.057 464.420 0.979 52755.988
75 115 0.063 480.083 0.977 52759.193
75 116 0.071 458.526 0.975 52762.402
75 117 0.140 484.702 0.956 52765.590
75 118 0.069 449.943 0.975 52768.807
75 119 0.056 483.811 0.980 52772.029
75 120 0.057 497.239 0.979 52775.219
75 121 0.086 481.490 0.969 52778.542
75 122 0.061 503.486 0.977 52781.816
75 123 0.053 459.943 0.981 52785.158
75 124 0.056 467.238 0.980 52788.501
75 125 0.053 486.646 0.981 52791.785
75 126 0.044 480.967 0.984 52795.043
75 127 0.055 505.750 0.979 52798.297
75 128 0.107 489.345 0.964 52801.663
75 129 0.090 455.393 0.967 52804.887
75 130 0.063 446.700 0.977 52808.075
75 131 0.060 406.885 0.982 52811.295
75 132 0.065 455.085 0.976 52814.545
75 133 0.044 457.188 0.984 52817.725
75 134 0.048 459.043 0.983 52821.013
75 135 0.063 462.658 0.976 52824.295
75 136 0.066 478.740 0.979 52827.931
75 137 0.195 496.419 0.951 52832.707
75 138 0.062 502.570 0.979 52837.494
75 139 0.097 481.434 0.964 52842.391
75 140 0.094 466.925 0.973 52847.290
75 141 0.083 491.686 0.971 52852.206
75 142 0.116 479.544 0.957 52857.125
75 143 0.070 464.232 0.977 52862.079
75 144 0.049 482.613 0.985 52866.848
75 145 0.072 457.910 0.975 52871.613
75 146 0.113 463.426 0.967 52875.207
75 147 0.180 477.647 0.948 52879.894
75 148 0.093 471.547 0.969 52884.614
75 149 0.087 468.562 0.973 52889.328
75 150 0.096 470.083 0.970 52893.982
75 151 0.052 474.937 0.983 52898.633
75 152 0.066 499.045 0.978 52903.372
75 153 0.107 515.149 0.965 52908.025
75 154 0.105 502.165 0.970 52911.663
75 155 0.102 456.496 0.971 52916.502
75 156 0.162 450.417 0.954 52921.334
75 157 0.184 487.864 0.950 52926.464
75 158 0.159 478.757 0.943 52931.340
75 159 0.194 463.420 0.943 52936.636
75 160 0.074 466.785 0.977 52941.527
75 161 0.190 459.364 0.950 52946.305
75 162 0.074 457.891 0.976 52949.890
75 163 0.075 465.676 0.976 52954.611
75 164 0.061 464.148 0.980 52959.247
75 165 0.197 444.931 0.948 52963.852
75 166 0.092 464.267 0.973 52967.478
75 167 0.259 446.254 0.889 52972.153
75 168 0.112 435.474 0.967 52975.772
75 169 0.045 485.750 0.985 52979.333
75 170 0.063 513.398 0.980 52982.912
75 171 0.057 485.420 0.982 52986.437
75 172 0.096 463.143 0.971 52990.966
75 173 0.145 485.894 0.960 52995.506
76 0 0.064 475.493 0.979 53167.245
76 1 0.049 477.083 0.983 53170.411
76 2 0.067 526.921 0.977 53173.610
76 3 0.074 467.352 0.972 53176.927
76 4 0.063 495.483 0.980 53180.305
76 5 0.058 490.636 0.980 53183.543
76 6 0.049 490.952 0.982 53186.853
76 7 0.060 503.755 0.982 53190.210
76 8 0.072 503.730 0.974 53193.514
76 9 0.049 482.879 0.983 53196.777
76 10 0.053 504.670 0.981 53200.045
76 11 0.060 439.807 0.978 53203.279
76 12 0.059 490.393 0.977 53206.486
76 13 0.047 475.151 0.984 53209.748
76 14 0.050 462.494 0.982 53212.975
76 15 0.049 482.157 0.982 53216.224
76 16 0.053 449.484 0.981 53219.476
76 17 0.064 495.276 0.976 53222.704
76 18 0.048 488.113 0.984 53225.904
76 19 0.046 461.749 0.985 53229.202
76 20 0.049 485.442 0.982 53232.459
76 21 0.054 475.791 0.980 53235.746
76 22 0.054 489.832 0.983 53239.065
76 23 0.046 470.047 0.984 53242.309
76 24 0.047 468.510 0.983 53245.561
76 25 0.046 494.758 0.984 53248.834
76 26 0.044 449.686 0.984 53252.138
76 27 0.041 491.729 0.986 53255.333
76 28 0.072 460.975 0.975 53258.565
76 29 0.048 494.041 0.983 53261.775
76 30 0.052 474.836 0.983 53265.128
76 31 0.043 469.235 0.986 53268.384
76 32 0.042 490.337 0.986 53271.735
76 33 0.061 495.838 0.978 53275.046
76 34 0.050 481.096 0.982 53278.338
76 35 0.054 469.404 0.982 53281.645
76 36 0.055 477.169 0.980 53284.879
76 37 0.064 458.803 0.976 53288.119
76 38 0.048 457.486 0.985 53291.388
76 39 0.048 477.572 0.985 53294.621
76 40 0.045 492.713 0.984 53297.868
76 41 0.046 477.341 0.985 53301.181
76 42 0.041 441.528 0.987 53304.401
76 43 0.056 456.451 0.981 53307.650
76 44 0.043 504.615 0.986 53310.874
76 45 0.041 475.349 0.987 53314.132
76 46 0.043 464.749 0.986 53317.322
76 47 0.044 459.515 0.987 53320.533
76 48 0.060 492.151 0.979 53323.737
76 49 0.073 499.867 0.976 53326.979
76 50 0.052 454.200 0.982 53330.209
76 51 0.054 460.519 0.984 53333.434
76 52 0.158 484.258 0.955 53336.676
76 53 0.063 457.744 0.980 53339.929
76 54 0.044 478.087 0.987 53343.175
76 55 0.047 489.715 0.984 53346.475
76 56 0.045 455.673 0.985 53349.724
76 57 0.044 467.837 0.986 53352.913
76 58 0.044 454.911 0.985 53356.169
76 59 0.049 469.099 0.985 53359.441
76 60 0.053 448.068 0.982 53362.712
76 61 0.042 492.242 0.986 53365.930
76 62 0.045 459.218 0.987 53369.183
76 63 0.054 454.335 0.982 53372.483
76 64 0.053 473.343 0.981 53375.839
76 65 0.040 463.638 0.988 53379.199
76 66 0.054 467.541 0.983 53382.446
76 67 0.053 475.691 0.983 53385.726
76 68 0.052 453.715 0.982 53388.958
76 69 0.045 467.806 0.985 53392.197
76 70 0.050 494.436 0.983 53395.418
76 71 0.050 489.225 0.982 53398.704
76 72 0.093 492.724 0.970 53401.926
76 73 0.134 456.314 0.958 53405.259
76 74 0.065 466.009 0.980 53408.498
76 75 0.085 445.779 0.970 53411.813
76 76 0.092 498.351 0.969 53415.067
76 77 0.079 483.781 0.973 53418.297
76 78 0.057 485.287 0.982 53421.556
76 79 0.064 495.670 0.978 53424.767
76 80 0.061 512.731 0.978 53428.009
76 81 0.098 487.015 0.967 53431.250
76 82 0.108 462.210 0.964 53434.470
76 83 0.081 469.721 0.975 53437.698
76 84 0.058 477.786 0.979 53440.923
76 85 0.066 478.689 0.977 53444.288
76 86 0.092 476.159 0.968 53447.527
76 87 0.053 484.691 0.982 53450.701
76 88 0.103 472.428 0.962 53453.922
76 89 0.058 466.733 0.980 53457.101
76 90 0.057 490.967 0.982 53460.259
76 91 0.281 484.878 0.883 53463.403
76 92 0.117 484.988 0.963 53466.557
76 93 0.077 489.266 0.976 53469.735
76 94 0.073 488.878 0.974 53472.972
76 95 0.091 460.727 0.966 53476.325
76 96 0.067 455.889 0.978 53479.515
76 97 0.064 486.218 0.977 53482.677
76 98 0.063 495.412 0.978 53485.841
76 99 0.061 487.215 0.979 53489.068
76 100 0.078 478.806 0.974 53492.339
76 101 0.071 477.335 0.976 53495.745
76 102 0.088 469.875 0.970 53499.072
76 103 0.082 447.166 0.972 53502.351
76 104 0.075 461.967 0.975 53505.674
76 105 0.062 446.607 0.977 53508.887
76 106 0.057 469.205 0.978 53512.075
76 107 0.062 478.829 0.978 53515.260
76 108 0.065 481.695 0.976 53518.476
76 109 0.061 492.379 0.978 53521.632
76 110 0.058 516.552 0.978 53524.813
76 111 0.067 469.169 0.975 53527.992
76 112 0.084 477.021 0.974 53531.215
76 113 0.057 470.867 0.979 53534.437
76 114 0.057 488.733 0.979 53537.654
76 115 0.064 496.426 0.977 53540.862
76 116 0.072 521.557 0.974 53544.061
76 117 0.134 476.335 0.955 53547.244
76 118 0.071 472.820 0.974 53550.466
76 119 0.060 494.935 0.978 53553.685
76 120 0.064 482.198 0.976 53556.878
76 121 0.073 477.023 0.975 53560.090
76 122 0.068 491.690 0.974 53563.303
76 123 0.056 457.379 0.977 53566.548
76 124 0.052 462.611 0.981 53569.818
76 125 0.057 486.546 0.978 53573.037
76 126 0.048 475.392 0.983 53576.227
76 127 0.063 473.122 0.976 53579.404
76 128 0.120 497.929 0.961 53582.674
76 129 0.088 447.010 0.969 53585.810
76 130 0.067 428.428 0.976 53588.924
76 131 0.068 423.362 0.978 53592.063
76 132 0.071 464.259 0.973 53595.236
76 133 0.049 463.256 0.982 53598.346
76 134 0.048 458.542 0.984 53601.560
76 135 0.070 479.014 0.974 53604.778
76 136 0.073 467.817 0.976 53608.321
76 137 0.183 478.327 0.953 53613.011
76 138 0.055 512.601 0.982 53617.695
76 139 0.114 485.927 0.960 53622.520
76 140 0.108 499.308 0.962 53627.875
76 141 0.078 499.572 0.971 53633.226
76 142 0.106 496.537 0.964 53638.597
76 143 0.062 478.853 0.978 53643.449
76 144 0.054 480.817 0.983 53648.132
76 145 0.067 477.728 0.976 53652.816
76 146 0.108 483.314 0.967 53656.336
76 147 0.182 460.412 0.945 53660.936
76 148 0.092 460.450 0.971 53665.568
76 149 0.082 491.725 0.974 53670.220
76 150 0.080 505.139 0.975 53674.800
76 151 0.053 470.016 0.983 53679.364
76 152 0.068 495.956 0.977 53683.995
76 153 0.102 490.701 0.967 53688.570
76 154 0.102 457.214 0.969 53692.126
76 155 0.103 463.419 0.969 53696.871
76 156 0.159 484.798 0.951 53701.606
76 157 0.190 449.958 0.950 53706.628
76 158 0.148 477.405 0.947 53711.413
76 159 0.225 493.319 0.937 53716.592
76 160 0.066 482.673 0.978 53721.433
76 161 0.178 453.096 0.951 53726.106
76 162 0.069 468.281 0.977 53729.611
76 163 0.084 469.790 0.973 53734.206
76 164 0.055 485.175 0.983 53738.830
76 165 0.195 435.768 0.949 53743.418
76 166 0.086 441.356 0.975 53747.021
76 167 0.224 469.206 0.933 53751.686
76 168 0.116 489.032 0.965 53755.283
76 169 0.042 450.804 0.987 53758.820
76 170 0.059 492.605 0.981 53762.372
76 171 0.059 459.606 0.981 53766.396
76 172 0.096 451.055 0.971 53770.970
76 173 0.136 506.921 0.960 53775.604
77 0 0.064 479.407 0.978 53949.656
77 1 0.054 491.131 0.981 53952.855
77 2 0.074 495.182 0.975 53956.099
77 3 0.066 482.872 0.977 53959.457
77 4 0.066 500.392 0.979 53962.865
77 5 0.062 503.916 0.978 53966.157
77 6 0.051 464.052 0.980 53969.509
77 7 0.058 502.478 0.979 53972.900
77 8 0.076 469.481 0.973 53976.242
77 9 0.052 506.098 0.982 53979.542
77 10 0.058 477.074 0.979 53982.867
77 11 0.050 450.864 0.983 53986.182
77 12 0.056 474.148 0.980 53989.427
77 13 0.052 490.130 0.981 53992.760
77 14 0.052 479.472 0.982 53996.000
77 15 0.050 488.230 0.982 53999.247
77 16 0.051 467.628 0.982 54002.507
77 17 0.055 452.443 0.980 54005.767
77 18 0.054 456.689 0.982 54008.983
77 19 0.047 444.103 0.983 54012.274
77 20 0.047 485.308 0.983 54015.529
77 21 0.051 474.853 0.981 54018.805
77 22 0.047 473.825 0.986 54022.123
77 23 0.047 476.132 0.983 54025.364
77 24 0.044 462.251 0.985 54028.619
77 25 0.045 472.661 0.984 54031.892
77 26 0.042 442.046 0.985 54035.207
77 27 0.043 453.575 0.986 54038.418
77 28 0.051 468.146 0.982 54041.647
77 29 0.046 466.477 0.985 54044.868
77 30 0.049 484.276 0.984 54048.227
77 31 0.053 455.895 0.982 54051.484
77 32 0.050 447.640 0.982 54054.840
77 33 0.058 463.650 0.979 54058.143
77 34 0.048 474.424 0.984 54061.443
77 35 0.055 442.188 0.983 54064.739
77 36 0.052 474.490 0.983 54067.984
77 37 0.053 454.412 0.982 54071.236
77 38 0.049 453.922 0.985 54074.519
77 39 0.046 462.817 0.985 54077.751
77 40 0.045 476.196 0.985 54080.998
77 41 0.049 479.334 0.984 54084.312
77 42 0.044 474.461 0.987 54087.539
77 43 0.044 459.145 0.986 54090.790
77 44 0.049 468.962 0.984 54094.015
77 45 0.049 456.362 0.983 54097.263
77 46 0.046 478.163 0.984 54100.456
77 47 0.050 470.229 0.983 54103.672
77 48 0.050 466.065 0.984 54106.892
77 49 0.061 454.532 0.980 54110.130
77 50 0.057 472.783 0.979 54113.395
77 51 0.046 461.044 0.985 54116.624
77 52 0.190 466.654 0.953 54119.867
77 53 0.061 488.916 0.981 54123.131
77 54 0.038 473.686 0.989 54126.385
77 55 0.044 469.347 0.986 54129.690
77 56 0.047 474.090 0.985 54132.941
77 57 0.055 461.464 0.982 54136.161
77 58 0.044 479.343 0.984 54139.417
77 59 0.047 485.014 0.985 54142.694
77 60 0.049 458.817 0.983 54145.977
77 61 0.048 447.024 0.984 54149.204
77 62 0.044 464.377 0.987 54152.467
77 63 0.059 446.111 0.981 54155.768
77 64 0.052 466.476 0.981 54159.129
77 65 0.045 450.351 0.987 54162.479
77 66 0.051 489.161 0.983 54165.717
77 67 0.051 499.188 0.982 54169.015
77 68 0.042 489.569 0.986 54172.235
77 69 0.048 484.967 0.984 54175.464
77 70 0.053 493.019 0.980 54178.702
77 71 0.050 479.678 0.983 54181.986
77 72 0.097 475.877 0.969 54185.228
77 73 0.133 471.640 0.960 54188.569
77 74 0.066 474.654 0.979 54191.824
77 75 0.080 453.189 0.974 54195.141
77 76 0.072 467.570 0.973 54198.402
77 77 0.088 497.674 0.971 54201.615
77 78 0.057 485.530 0.980 54204.850
77 79 0.063 511.573 0.979 54208.042
77 80 0.060 484.987 0.980 54211.263
77 81 0.094 493.983 0.967 54214.500
77 82 0.098 455.734 0.969 54217.730
77 83 0.085 492.547 0.972 54220.947
77 84 0.055 490.824 0.981 54224.164
77 85 0.060 460.240 0.980 54227.525
77 86 0.085 498.665 0.976 54230.760
77 87 0.050 465.910 0.984 54233.922
77 88 0.105 490.617 0.957 54237.139
77 89 0.066 470.314 0.978 54240.313
77 90 0.056 501.375 0.982 54243.478
77 91 0.123 463.119 0.963 54246.625
77 92 0.112 499.267 0.965 54249.765
77 93 0.071 487.687 0.977 54252.928
77 94 0.073 496.157 0.975 54256.154
77 95 0.082 475.169 0.970 54259.500
77 96 0.065 434.763 0.977 54262.682
77 97 0.067 480.488 0.976 54265.834
77 98 0.059 475.175 0.980 54269.008
77 99 0.057 488.093 0.979 54272.239
77 100 0.072 503.663 0.977 54275.540
77 101 0.077 473.794 0.975 54278.938
77 102 0.084 485.005 0.973 54282.260
77 103 0.079 490.518 0.973 54285.551
77 104 0.072 469.305 0.975 54288.858
77 105 0.062 470.550 0.977 54292.073
77 106 0.057 489.826 0.977 54295.253
77 107 0.061 479.461 0.979 54298.439
77 108 0.061 498.584 0.978 54301.635
77 109 0.065 469.268 0.976 54304.781
77 110 0.059 507.585 0.978 54307.951
77 111 0.064 448.819 0.976 54311.126
77 112 0.081 459.542 0.972 54314.323
77 113 0.053 458.293 0.980 54317.532
77 114 0.057 472.070 0.978 54320.746
77 115 0.064 500.367 0.977 54323.956
77 116 0.068 479.019 0.975 54327.157
77 117 0.141 486.644 0.957 54330.345
77 118 0.067 488.071 0.974 54333.567
77 119 0.055 507.343 0.980 54336.781
77 120 0.063 486.872 0.976 54339.955
77 121 0.078 485.836 0.972 54343.150
77 122 0.067 461.865 0.974 54346.347
77 123 0.052 461.200 0.980 54349.581
77 124 0.048 486.730 0.982 54352.830
77 125 0.058 468.126 0.978 54356.026
77 126 0.048 440.236 0.983 54359.197
77 127 0.054 475.447 0.980 54362.363
77 128 0.109 493.005 0.964 54365.640
77 129 0.082 483.776 0.969 54368.760
77 130 0.070 459.948 0.973 54371.872
77 131 0.074 415.113 0.974 54374.997
77 132 0.069 464.514 0.976 54378.178
77 133 0.054 468.880 0.981 54381.283
77 134 0.050 477.383 0.983 54384.480
77 135 0.067 479.341 0.975 54387.669
77 136 0.075 471.627 0.977 54391.191
77 137 0.178 484.214 0.953 54395.861
77 138 0.060 470.168 0.979 54400.535
77 139 0.118 475.863 0.965 54405.319
77 140 0.076 488.215 0.974 54410.096
77 141 0.072 490.538 0.974 54414.904
77 142 0.112 470.406 0.959 54419.716
77 143 0.063 475.263 0.979 54424.548
77 144 0.052 454.239 0.984 54429.206
77 145 0.075 458.130 0.973 54433.867
77 146 0.102 488.285 0.969 54437.368
77 147 0.185 463.376 0.946 54441.945
77 148 0.093 464.140 0.971 54446.554
77 149 0.093 472.771 0.969 54451.156
77 150 0.081 487.822 0.975 54455.716
77 151 0.053 461.388 0.983 54460.257
77 152 0.074 483.801 0.975 54464.869
77 153 0.097 499.526 0.969 54469.409
77 154 0.101 473.005 0.968 54472.943
77 155 0.104 459.029 0.970 54477.670
77 156 0.166 454.703 0.955 54482.385
77 157 0.185 454.790 0.950 54487.419
77 158 0.154 487.792 0.941 54492.195
77 159 0.206 485.001 0.938 54497.356
77 160 0.072 474.760 0.976 54502.188
77 161 0.189 495.003 0.950 54506.862
77 162 0.071 444.203 0.977 54510.365
77 163 0.073 484.631 0.977 54514.963
77 164 0.059 443.887 0.982 54519.566
77 165 0.191 430.230 0.951 54524.147
77 166 0.083 468.979 0.975 54527.727
77 167 0.207 446.296 0.954 54532.373
77 168 0.110 477.496 0.966 54535.966
77 169 0.045 473.545 0.985 54539.487
77 170 0.062 488.963 0.980 54543.033
77 171 0.061 473.582 0.981 54546.537
77 172 0.098 481.504 0.970 54551.101
77 173 0.133 497.382 0.961 54555.692
78 0 0.062 479.613 0.979 54729.043
78 1 0.050 497.292 0.982 54732.240
78 2 0.065 489.300 0.976 54735.464
78 3 0.078 483.731 0.973 54738.824
78 4 0.069 498.361 0.977 54742.232
78 5 0.065 479.654 0.977 54745.526
78 6 0.048 476.539 0.983 54748.871
78 7 0.054 504.350 0.981 54752.216
78 8 0.074 496.147 0.976 54755.563
78 9 0.058 476.510 0.980 54758.892
78 10 0.061 488.794 0.978 54762.185
78 11 0.050 448.490 0.984 54765.484
78 12 0.052 474.061 0.981 54768.738
78 13 0.054 483.862 0.982 54772.052
78 14 0.052 492.922 0.980 54775.303
78 15 0.045 481.421 0.984 54778.550
78 16 0.053 463.657 0.981 54781.816
78 17 0.056 466.445 0.981 54785.052
78 18 0.054 466.696 0.982 54788.274
78 19 0.051 470.624 0.982 54791.556
78 20 0.045 462.168 0.983 54794.807
78 21 0.051 468.248 0.982 54798.168
78 22 0.051 478.131 0.984 54801.553
78 23 0.045 460.992 0.984 54804.822
78 24 0.044 463.917 0.985 54808.064
78 25 0.046 488.281 0.984 54811.475
78 26 0.052 461.995 0.983 54814.774
78 27 0.044 458.159 0.985 54817.969
78 28 0.053 455.821 0.981 54821.207
78 29 0.052 479.933 0.982 54824.426
78 30 0.048 475.314 0.984 54827.795
78 31 0.045 482.266 0.986 54831.038
78 32 0.043 472.100 0.986 54834.396
78 33 0.054 493.577 0.980 54837.690
78 34 0.054 494.183 0.981 54840.978
78 35 0.055 462.151 0.981 54844.273
78 36 0.054 488.121 0.982 54847.507
78 37 0.060 443.874 0.978 54850.743
78 38 0.044 455.291 0.987 54854.019
78 39 0.043 473.786 0.986 54857.258
78 40 0.039 477.347 0.989 54860.515
78 41 0.053 452.872 0.983 54863.826
78 42 0.042 451.553 0.987 54867.047
78 43 0.044 465.136 0.986 54870.302
78 44 0.045 455.551 0.986 54873.530
78 45 0.043 487.102 0.987 54876.793
78 46 0.045 471.975 0.986 54879.983
78 47 0.049 448.730 0.983 54883.201
78 48 0.047 459.666 0.985 54886.416
78 49 0.059 478.686 0.982 54889.652
78 50 0.049 442.015 0.983 54892.880
78 51 0.047 487.655 0.986 54896.109
78 52 0.173 458.331 0.954 54899.361
78 53 0.053 491.853 0.984 54902.619
78 54 0.043 471.039 0.987 54905.858
78 55 0.046 479.924 0.985 54909.149
78 56 0.045 470.201 0.986 54912.406
78 57 0.042 441.385 0.987 54915.618
78 58 0.039 505.271 0.987 54918.894
78 59 0.047 487.234 0.985 54922.163
78 60 0.049 436.159 0.984 54925.437
78 61 0.041 485.952 0.987 54928.663
78 62 0.042 459.520 0.987 54931.908
78 63 0.054 474.650 0.982 54935.221
78 64 0.051 464.669 0.982 54938.595
78 65 0.043 447.348 0.986 54941.927
78 66 0.056 469.857 0.982 54945.169
78 67 0.057 467.527 0.980 54948.449
78 68 0.047 481.871 0.985 54951.656
78 69 0.046 477.260 0.985 54954.893
78 70 0.050 493.273 0.982 54958.115
78 71 0.044 463.201 0.986 54961.405
78 72 0.094 479.292 0.969 54964.620
78 73 0.125 481.583 0.960 54967.974
78 74 0.069 481.579 0.977 54971.218
78 75 0.078 466.143 0.976 54974.522
78 76 0.084 460.124 0.970 54977.769
78 77 0.075 459.415 0.974 54980.998
78 78 0.053 498.851 0.983 54984.260
78 79 0.064 497.714 0.978 54987.455
78 80 0.061 519.305 0.977 54990.686
78 81 0.088 479.124 0.969 54993.912
78 82 0.099 496.967 0.967 54997.145
78 83 0.080 481.918 0.973 55000.357
78 84 0.060 454.845 0.980 55003.589
78 85 0.058 438.529 0.980 55006.942
78 86 0.066 482.578 0.978 55010.188
78 87 0.050 474.414 0.984 55013.358
78 88 0.112 470.751 0.957 55016.558
78 89 0.059 507.458 0.981 55019.748
78 90 0.057 452.827 0.981 55022.894
78 91 0.128 458.074 0.960 55026.044
78 92 0.111 498.181 0.966 55029.187
78 93 0.069 451.998 0.978 55032.372
78 94 0.078 484.478 0.972 55035.597
78 95 0.080 494.717 0.970 55038.934
78 96 0.073 496.954 0.974 55042.133
78 97 0.060 490.589 0.978 55045.298
78 98 0.059 484.423 0.981 55048.483
78 99 0.057 497.771 0.981 55051.717
78 100 0.078 478.053 0.973 55055.001
78 101 0.069 460.853 0.976 55058.387
78 102 0.080 484.569 0.972 55061.728
78 103 0.085 474.811 0.972 55065.009
78 104 0.073 458.508 0.974 55068.334
78 105 0.062 463.372 0.977 55071.573
78 106 0.057 483.414 0.977 55074.773
78 107 0.057 519.821 0.979 55077.965
78 108 0.058 481.787 0.980 55081.186
78 109 0.057 488.661 0.978 55084.336
78 110 0.059 502.099 0.979 55087.517
78 111 0.065 459.258 0.976 55090.700
78 112 0.084 484.653 0.974 55093.924
78 113 0.055 467.097 0.981 55097.146
78 114 0.055 474.024 0.978 55100.353
78 115 0.062 508.859 0.978 55103.569
78 116 0.073 452.091 0.973 55106.772
78 117 0.153 456.037 0.958 55109.950
78 118 0.068 493.460 0.975 55113.170
78 119 0.056 467.217 0.979 55116.386
78 120 0.059 499.220 0.977 55119.575
78 121 0.079 538.224 0.973 55122.792
78 122 0.055 465.312 0.979 55126.003
78 123 0.057 479.934 0.977 55129.248
78 124 0.052 458.072 0.982 55132.507
78 125 0.053 504.639 0.980 55135.724
78 126 0.048 462.020 0.983 55138.905
78 127 0.054 467.087 0.979 55142.088
78 128 0.112 484.497 0.962 55145.374
78 129 0.088 439.538 0.971 55148.517
78 130 0.064 458.549 0.976 55151.622
78 131 0.067 443.722 0.977 55154.762
78 132 0.068 433.175 0.975 55157.932
78 133 0.044 466.601 0.985 55161.035
78 134 0.047 472.290 0.984 55164.238
78 135 0.063 458.009 0.976 55167.440
78 136 0.073 464.671 0.976 55170.972
78 137 0.184 473.455 0.954 55175.644
78 138 0.061 513.834 0.981 55180.308
78 139 0.111 512.080 0.961 55185.088
78 140 0.092 480.352 0.965 55189.876
78 141 0.087 456.768 0.971 55194.678
78 142 0.127 494.419 0.956 55199.467
78 143 0.062 478.259 0.977 55204.273
78 144 0.056 452.273 0.983 55208.935
78 145 0.064 464.352 0.978 55213.593
78 146 0.106 470.357 0.969 55217.109
78 147 0.178 495.129 0.946 55221.708
78 148 0.094 458.164 0.970 55226.317
78 149 0.085 496.720 0.973 55230.948
78 150 0.095 487.970 0.971 55235.511
78 151 0.051 469.241 0.985 55240.061
78 152 0.073 525.097 0.977 55244.704
78 153 0.099 488.491 0.968 55249.250
78 154 0.095 450.454 0.972 55252.789
78 155 0.105 471.392 0.970 55257.513
78 156 0.150 458.067 0.956 55262.214
78 157 0.180 479.038 0.952 55267.250
78 158 0.138 509.300 0.951 55272.021
78 159 0.213 470.985 0.939 55277.185
78 160 0.064 507.381 0.979 55282.000
78 161 0.186 443.398 0.951 55286.666
78 162 0.070 478.280 0.977 55290.165
78 163 0.072 474.892 0.978 55294.757
78 164 0.057 471.302 0.982 55299.373
78 165 0.192 468.946 0.949 55303.956
78 166 0.090 464.049 0.972 55307.535
78 167 0.171 456.139 0.959 55312.165
78 168 0.108 419.663 0.967 55315.748
78 169 0.043 475.175 0.986 55319.284
78 170 0.069 484.864 0.977 55322.819
78 171 0.057 478.166 0.983 55326.328
78 172 0.097 454.595 0.971 55330.890
78 173 0.136 487.857 0.961 55335.489
79 0 0.063 485.650 0.978 55509.078
79 1 0.055 483.347 0.980 55512.270
79 2 0.066 491.538 0.977 55515.489
79 3 0.065 489.997 0.976 55518.841
