epochs steps out_loss offset_loss train_accuracy time
32 2 0.092 499.010 0.970 18429.589
32 3 0.099 483.194 0.968 18432.980
32 4 0.087 509.445 0.973 18436.420
32 5 0.085 506.848 0.972 18439.717
32 6 0.064 502.747 0.978 18443.079
32 7 0.080 455.986 0.977 18446.460
32 8 0.101 468.524 0.968 18449.823
32 9 0.066 464.328 0.978 18453.143
32 10 0.071 456.749 0.976 18456.450
32 11 0.073 464.166 0.977 18459.741
32 12 0.077 454.561 0.974 18463.008
32 13 0.069 458.299 0.977 18466.346
32 14 0.082 445.181 0.972 18469.598
32 15 0.069 474.095 0.979 18472.845
32 16 0.075 491.014 0.973 18476.101
32 17 0.074 485.853 0.976 18479.338
32 18 0.086 474.614 0.973 18482.548
32 19 0.072 454.127 0.977 18485.827
32 20 0.074 470.956 0.973 18489.091
32 21 0.066 480.887 0.979 18492.376
32 22 0.063 483.146 0.981 18495.693
32 23 0.069 471.339 0.977 18498.911
32 24 0.059 429.820 0.982 18502.139
32 25 0.059 457.810 0.982 18505.383
32 26 0.065 460.126 0.980 18508.656
32 27 0.072 469.299 0.977 18511.840
32 28 0.074 472.968 0.976 18515.050
32 29 0.065 468.245 0.978 18518.261
32 30 0.060 477.659 0.980 18521.600
32 31 0.061 462.392 0.981 18524.846
32 32 0.072 464.970 0.975 18528.168
32 33 0.072 475.839 0.976 18531.444
32 34 0.079 493.218 0.973 18534.714
32 35 0.083 446.523 0.972 18538.004
32 36 0.073 443.657 0.977 18541.228
32 37 0.084 456.356 0.972 18544.455
32 38 0.084 467.152 0.970 18547.708
32 39 0.063 461.548 0.981 18550.909
32 40 0.063 444.254 0.981 18554.128
32 41 0.063 480.349 0.982 18557.424
32 42 0.063 446.744 0.981 18560.626
32 43 0.064 454.667 0.980 18563.858
32 44 0.063 474.965 0.981 18567.073
32 45 0.075 469.064 0.976 18570.315
32 46 0.064 469.613 0.980 18573.497
32 47 0.078 478.765 0.976 18576.697
32 48 0.081 480.875 0.974 18579.892
32 49 0.102 491.534 0.969 18583.113
32 50 0.085 435.863 0.972 18586.322
32 51 0.060 447.591 0.983 18589.528
32 52 0.265 493.628 0.947 18592.775
32 53 0.088 473.431 0.972 18596.004
32 54 0.062 464.999 0.983 18599.217
32 55 0.063 483.359 0.981 18602.502
32 56 0.065 488.454 0.979 18605.739
32 57 0.062 467.053 0.980 18608.924
32 58 0.060 466.628 0.981 18612.164
32 59 0.073 461.008 0.979 18615.420
32 60 0.062 479.722 0.981 18618.828
32 61 0.059 456.156 0.982 18622.044
32 62 0.063 472.795 0.980 18625.281
32 63 0.083 479.111 0.973 18628.562
32 64 0.075 462.844 0.975 18631.901
32 65 0.061 460.491 0.982 18635.237
32 66 0.071 480.373 0.978 18638.461
32 67 0.073 508.874 0.978 18641.741
32 68 0.067 479.043 0.978 18644.967
32 69 0.063 484.221 0.981 18648.183
32 70 0.068 511.575 0.979 18651.393
32 71 0.069 490.180 0.977 18654.666
32 72 0.107 469.870 0.969 18657.866
32 73 0.164 480.219 0.954 18661.185
32 74 0.080 468.299 0.975 18664.423
32 75 0.120 455.266 0.966 18667.715
32 76 0.101 449.196 0.966 18670.956
32 77 0.098 485.994 0.967 18674.147
32 78 0.075 540.118 0.976 18677.400
32 79 0.087 513.497 0.972 18680.577
32 80 0.076 498.809 0.976 18683.777
32 81 0.102 478.506 0.970 18686.996
32 82 0.127 471.909 0.962 18690.203
32 83 0.105 491.548 0.969 18693.401
32 84 0.085 477.437 0.972 18696.604
32 85 0.086 451.185 0.972 18699.939
32 86 0.092 496.005 0.970 18703.151
32 87 0.077 478.559 0.973 18706.295
32 88 0.171 450.361 0.943 18709.484
32 89 0.082 458.319 0.975 18712.629
32 90 0.069 479.164 0.978 18715.774
32 91 0.152 477.678 0.957 18718.894
32 92 0.119 476.421 0.965 18722.026
32 93 0.084 505.280 0.974 18725.194
32 94 0.096 473.453 0.969 18728.399
32 95 0.124 491.198 0.958 18731.727
32 96 0.087 487.199 0.971 18734.903
32 97 0.075 461.618 0.974 18738.056
32 98 0.084 488.853 0.973 18741.208
32 99 0.074 460.815 0.977 18744.430
32 100 0.090 488.667 0.970 18747.685
32 101 0.086 448.988 0.973 18751.068
32 102 0.095 481.050 0.969 18754.380
32 103 0.097 482.830 0.969 18757.658
32 104 0.093 476.411 0.971 18760.955
32 105 0.079 475.986 0.974 18764.153
32 106 0.076 481.178 0.975 18767.309
32 107 0.073 487.225 0.976 18770.480
32 108 0.073 465.644 0.978 18773.676
32 109 0.080 474.248 0.972 18776.814
32 110 0.077 495.630 0.974 18779.991
32 111 0.091 465.493 0.969 18783.147
32 112 0.106 489.337 0.970 18786.348
32 113 0.075 503.218 0.977 18789.502
32 114 0.072 480.343 0.977 18792.693
32 115 0.077 494.248 0.976 18795.888
32 116 0.086 481.724 0.972 18799.070
32 117 0.163 476.732 0.948 18802.250
32 118 0.083 458.772 0.971 18805.462
32 119 0.076 475.582 0.975 18808.679
32 120 0.083 478.692 0.971 18811.849
32 121 0.095 488.851 0.971 18815.046
32 122 0.084 490.952 0.971 18818.246
32 123 0.075 497.742 0.973 18821.483
32 124 0.071 473.066 0.979 18824.716
32 125 0.071 492.566 0.976 18827.914
32 126 0.061 484.116 0.979 18831.084
32 127 0.076 487.749 0.974 18834.242
32 128 0.133 494.114 0.960 18837.485
32 129 0.113 468.789 0.964 18840.599
32 130 0.078 458.620 0.973 18843.700
32 131 0.091 429.242 0.970 18846.835
32 132 0.081 432.862 0.973 18850.005
32 133 0.066 450.351 0.977 18853.096
32 134 0.069 461.325 0.978 18856.294
32 135 0.088 475.274 0.970 18859.469
32 136 0.089 484.492 0.973 18862.995
32 137 0.224 466.267 0.945 18867.647
32 138 0.089 498.823 0.965 18872.299
32 139 0.173 459.284 0.951 18877.074
32 140 0.116 490.938 0.963 18881.856
32 141 0.141 458.768 0.953 18886.638
32 142 0.160 485.177 0.951 18891.434
32 143 0.093 477.487 0.969 18896.259
32 144 0.070 480.688 0.980 18900.899
32 145 0.080 468.211 0.974 18905.550
32 146 0.130 462.005 0.964 18909.024
32 147 0.201 503.960 0.946 18913.594
32 148 0.136 459.819 0.959 18918.201
32 149 0.101 505.776 0.971 18922.831
32 150 0.115 477.678 0.967 18927.375
32 151 0.067 488.410 0.980 18931.911
32 152 0.091 500.664 0.970 18936.524
32 153 0.116 511.290 0.964 18941.061
32 154 0.113 477.826 0.968 18944.593
32 155 0.117 455.080 0.969 18949.309
32 156 0.198 467.242 0.950 18954.003
32 157 0.200 462.343 0.946 18959.008
32 158 0.223 478.850 0.930 18963.770
32 159 0.243 480.487 0.935 18968.952
32 160 0.082 493.388 0.975 18973.760
32 161 0.216 489.856 0.946 18978.404
32 162 0.088 493.374 0.973 18981.888
32 163 0.098 491.674 0.970 18986.480
32 164 0.073 469.811 0.979 18991.072
32 165 0.221 436.731 0.944 18995.632
32 166 0.123 474.696 0.962 18999.192
32 167 0.523 455.875 0.791 19003.827
32 168 0.138 475.835 0.962 19007.400
32 169 0.070 478.390 0.979 19010.921
32 170 0.079 489.163 0.977 19014.453
32 171 0.068 482.054 0.980 19017.946
32 172 0.111 488.570 0.969 19022.494
32 173 0.158 472.489 0.958 19027.093
33 0 0.081 494.369 0.975 19200.022
33 1 0.066 488.410 0.978 19203.209
33 2 0.079 493.888 0.974 19206.424
33 3 0.097 480.187 0.969 19209.777
33 4 0.084 518.470 0.975 19213.160
33 5 0.073 468.664 0.974 19216.432
33 6 0.076 463.871 0.972 19219.761
33 7 0.074 483.067 0.977 19223.127
33 8 0.090 454.466 0.968 19226.448
33 9 0.071 475.727 0.976 19229.734
33 10 0.073 462.359 0.975 19233.008
33 11 0.074 461.154 0.975 19236.270
33 12 0.074 462.502 0.975 19239.502
33 13 0.066 475.969 0.976 19242.805
33 14 0.071 467.184 0.976 19246.031
33 15 0.064 479.609 0.981 19249.254
33 16 0.074 467.132 0.976 19252.472
33 17 0.073 491.585 0.978 19255.687
33 18 0.069 479.171 0.976 19258.877
33 19 0.066 483.777 0.979 19262.151
33 20 0.064 480.771 0.979 19265.393
33 21 0.064 457.703 0.978 19268.611
33 22 0.066 491.207 0.979 19271.903
33 23 0.061 489.666 0.980 19275.118
33 24 0.060 473.458 0.981 19278.352
33 25 0.065 441.638 0.977 19281.611
33 26 0.057 454.523 0.982 19284.899
33 27 0.061 446.722 0.979 19288.079
33 28 0.073 471.694 0.973 19291.300
33 29 0.058 473.415 0.981 19294.495
33 30 0.061 476.016 0.980 19297.838
33 31 0.065 463.197 0.981 19301.087
33 32 0.076 439.929 0.975 19304.405
33 33 0.100 461.707 0.965 19307.673
33 34 0.082 464.451 0.971 19310.944
33 35 0.094 458.041 0.967 19314.223
33 36 0.080 487.448 0.972 19317.446
33 37 0.087 472.230 0.969 19320.654
33 38 0.069 452.395 0.979 19323.914
33 39 0.073 451.325 0.976 19327.130
33 40 0.059 461.072 0.982 19330.348
33 41 0.076 465.684 0.977 19333.635
33 42 0.060 467.739 0.982 19336.844
33 43 0.064 446.004 0.981 19340.058
33 44 0.059 480.893 0.981 19343.270
33 45 0.069 474.436 0.977 19346.518
33 46 0.058 489.469 0.982 19349.693
33 47 0.062 473.251 0.981 19352.891
33 48 0.087 489.209 0.972 19356.080
33 49 0.083 499.139 0.975 19359.306
33 50 0.096 467.831 0.969 19362.534
33 51 0.059 502.448 0.982 19365.735
33 52 0.260 504.225 0.948 19368.957
33 53 0.076 455.553 0.975 19372.187
33 54 0.064 444.492 0.980 19375.411
33 55 0.074 466.028 0.977 19378.693
33 56 0.066 481.949 0.979 19381.924
33 57 0.063 478.628 0.981 19385.122
33 58 0.057 477.989 0.982 19388.347
33 59 0.065 451.736 0.982 19391.601
33 60 0.060 483.825 0.983 19394.852
33 61 0.063 479.203 0.982 19398.060
33 62 0.060 479.574 0.982 19401.296
33 63 0.080 468.202 0.975 19404.572
33 64 0.082 436.594 0.971 19407.924
33 65 0.059 468.519 0.983 19411.261
33 66 0.078 491.663 0.973 19414.488
33 67 0.074 470.173 0.974 19417.766
33 68 0.066 462.606 0.977 19420.983
33 69 0.058 465.576 0.983 19424.204
33 70 0.064 497.248 0.980 19427.424
33 71 0.060 483.995 0.980 19430.692
33 72 0.111 475.473 0.966 19433.893
33 73 0.156 498.378 0.956 19437.210
33 74 0.083 479.604 0.975 19440.434
33 75 0.110 482.418 0.968 19443.724
33 76 0.100 471.505 0.970 19446.947
33 77 0.101 473.478 0.966 19450.143
33 78 0.081 492.978 0.974 19453.396
33 79 0.080 464.273 0.974 19456.566
33 80 0.073 489.628 0.977 19459.763
33 81 0.098 489.251 0.970 19462.981
33 82 0.132 483.368 0.961 19466.199
33 83 0.112 463.616 0.965 19469.395
33 84 0.081 481.413 0.973 19472.602
33 85 0.073 464.005 0.977 19475.938
33 86 0.107 489.990 0.967 19479.150
33 87 0.062 464.056 0.981 19482.288
33 88 0.145 449.252 0.947 19485.486
33 89 0.071 507.067 0.975 19488.638
33 90 0.070 486.385 0.977 19491.777
33 91 0.175 479.952 0.952 19494.891
33 92 0.121 458.404 0.963 19498.016
33 93 0.090 474.704 0.971 19501.179
33 94 0.092 507.278 0.970 19504.398
33 95 0.095 488.232 0.968 19507.715
33 96 0.093 459.036 0.971 19510.889
33 97 0.078 485.605 0.974 19514.027
33 98 0.076 471.444 0.975 19517.159
33 99 0.072 469.974 0.978 19520.369
33 100 0.100 508.989 0.965 19523.636
33 101 0.079 468.232 0.975 19527.015
33 102 0.091 491.047 0.971 19530.330
33 103 0.105 471.269 0.967 19533.575
33 104 0.093 470.929 0.971 19536.874
33 105 0.083 469.822 0.970 19540.075
33 106 0.075 491.535 0.975 19543.245
33 107 0.069 479.883 0.978 19546.428
33 108 0.081 513.263 0.972 19549.615
33 109 0.080 496.020 0.972 19552.756
33 110 0.077 480.011 0.975 19555.924
33 111 0.084 461.207 0.969 19559.074
33 112 0.104 473.964 0.968 19562.272
33 113 0.074 458.272 0.974 19565.441
33 114 0.077 464.528 0.973 19568.620
33 115 0.078 471.211 0.974 19571.808
33 116 0.096 492.719 0.969 19575.005
33 117 0.156 489.122 0.952 19578.182
33 118 0.086 497.076 0.972 19581.395
33 119 0.077 498.425 0.974 19584.597
33 120 0.077 502.672 0.975 19587.774
33 121 0.097 503.770 0.971 19590.976
33 122 0.100 471.299 0.964 19594.175
33 123 0.070 478.981 0.976 19597.413
33 124 0.081 457.903 0.974 19600.642
33 125 0.075 484.358 0.974 19603.841
33 126 0.060 467.248 0.981 19607.025
33 127 0.073 477.224 0.976 19610.186
33 128 0.136 493.194 0.958 19613.440
33 129 0.113 437.896 0.964 19616.562
33 130 0.086 453.949 0.970 19619.657
33 131 0.100 416.466 0.967 19622.773
33 132 0.095 445.865 0.965 19625.949
33 133 0.065 466.657 0.977 19629.030
33 134 0.062 452.476 0.979 19632.208
33 135 0.080 468.007 0.973 19635.386
33 136 0.083 515.445 0.974 19638.901
33 137 0.216 471.259 0.949 19643.555
33 138 0.094 484.751 0.968 19648.219
33 139 0.151 489.333 0.955 19652.992
33 140 0.150 479.051 0.950 19657.767
33 141 0.133 486.569 0.955 19662.553
33 142 0.196 484.917 0.942 19667.358
33 143 0.082 463.562 0.973 19672.198
33 144 0.066 447.411 0.979 19676.838
33 145 0.082 471.895 0.973 19681.494
33 146 0.138 472.261 0.963 19684.976
33 147 0.201 501.023 0.947 19689.544
33 148 0.111 482.258 0.968 19694.155
33 149 0.118 453.521 0.966 19698.754
33 150 0.103 482.879 0.969 19703.300
33 151 0.069 444.607 0.980 19707.838
33 152 0.104 488.974 0.968 19712.440
33 153 0.119 445.731 0.965 19716.970
33 154 0.127 461.495 0.963 19720.502
33 155 0.121 472.742 0.968 19725.214
33 156 0.193 446.762 0.952 19729.908
33 157 0.209 478.170 0.944 19734.928
33 158 0.193 512.641 0.935 19739.683
33 159 0.242 454.647 0.934 19744.855
33 160 0.090 464.216 0.972 19749.671
33 161 0.215 457.614 0.945 19754.320
33 162 0.090 457.704 0.973 19757.809
33 163 0.099 437.281 0.969 19762.394
33 164 0.071 443.534 0.979 19766.987
33 165 0.212 454.145 0.947 19771.547
33 166 0.126 448.843 0.964 19775.111
33 167 0.477 451.800 0.796 19779.699
33 168 0.135 469.904 0.960 19783.232
33 169 0.057 477.476 0.982 19786.706
33 170 0.073 474.573 0.980 19790.193
33 171 0.071 509.226 0.979 19793.633
33 172 0.111 449.139 0.969 19798.140
33 173 0.163 504.450 0.958 19802.710
34 0 0.079 470.909 0.975 19974.102
34 1 0.068 493.117 0.978 19977.252
34 2 0.099 466.565 0.968 19980.427
34 3 0.087 456.580 0.974 19983.758
34 4 0.082 501.358 0.974 19987.121
34 5 0.082 494.203 0.970 19990.360
34 6 0.068 479.634 0.978 19993.654
34 7 0.074 471.961 0.979 19996.987
34 8 0.085 503.651 0.972 20000.272
34 9 0.097 492.785 0.967 20003.513
34 10 0.069 469.532 0.977 20006.743
34 11 0.063 463.372 0.979 20009.976
34 12 0.075 489.225 0.972 20013.164
34 13 0.068 462.244 0.977 20016.418
34 14 0.061 485.995 0.979 20019.597
34 15 0.061 454.654 0.981 20022.795
34 16 0.069 460.678 0.978 20025.989
34 17 0.080 471.089 0.974 20029.159
34 18 0.068 457.562 0.980 20032.314
34 19 0.066 446.906 0.977 20035.535
34 20 0.064 461.393 0.977 20038.739
34 21 0.065 469.992 0.980 20041.926
34 22 0.065 466.996 0.980 20045.186
34 23 0.062 495.576 0.980 20048.360
34 24 0.055 466.205 0.984 20051.543
34 25 0.062 463.259 0.979 20054.751
34 26 0.054 475.574 0.983 20057.995
34 27 0.051 479.354 0.985 20061.138
34 28 0.069 466.587 0.978 20064.310
34 29 0.063 467.222 0.979 20067.459
34 30 0.069 472.297 0.978 20070.757
34 31 0.060 486.266 0.981 20073.969
34 32 0.063 471.727 0.980 20077.266
34 33 0.062 483.184 0.979 20080.511
34 34 0.067 465.428 0.978 20083.738
34 35 0.076 493.449 0.975 20086.984
34 36 0.078 478.948 0.975 20090.174
34 37 0.087 450.509 0.972 20093.344
34 38 0.062 434.513 0.981 20096.561
34 39 0.064 446.633 0.982 20099.740
34 40 0.061 454.270 0.982 20102.928
34 41 0.061 447.591 0.982 20106.186
34 42 0.065 449.121 0.979 20109.344
34 43 0.065 481.666 0.980 20112.532
34 44 0.058 481.983 0.983 20115.700
34 45 0.067 470.479 0.979 20118.915
34 46 0.074 448.993 0.977 20122.063
34 47 0.073 459.006 0.977 20125.211
34 48 0.066 484.261 0.979 20128.374
34 49 0.094 501.999 0.973 20131.557
34 50 0.130 480.342 0.962 20134.751
34 51 0.074 489.378 0.978 20137.932
34 52 0.251 466.068 0.947 20141.100
34 53 0.088 471.720 0.970 20144.305
34 54 0.064 473.589 0.982 20147.498
34 55 0.058 482.906 0.983 20150.731
34 56 0.059 472.987 0.981 20153.926
34 57 0.058 457.880 0.982 20157.084
34 58 0.069 476.579 0.978 20160.281
34 59 0.068 463.395 0.980 20163.497
34 60 0.063 451.181 0.980 20166.713
34 61 0.065 469.580 0.981 20169.892
34 62 0.065 436.751 0.981 20173.090
34 63 0.075 475.552 0.976 20176.334
34 64 0.078 462.609 0.973 20179.645
34 65 0.069 470.197 0.977 20182.935
34 66 0.073 479.403 0.975 20186.105
34 67 0.066 464.279 0.978 20189.322
34 68 0.071 490.543 0.979 20192.493
34 69 0.055 480.032 0.984 20195.659
34 70 0.057 467.788 0.981 20198.838
34 71 0.054 487.322 0.982 20202.074
34 72 0.105 487.363 0.969 20205.239
34 73 0.148 490.792 0.959 20208.516
34 74 0.080 472.257 0.975 20211.696
34 75 0.103 448.606 0.969 20214.948
34 76 0.098 473.395 0.970 20218.129
34 77 0.091 509.101 0.972 20221.290
34 78 0.071 494.458 0.979 20224.495
34 79 0.088 499.806 0.970 20227.650
34 80 0.078 487.375 0.976 20230.829
34 81 0.094 500.080 0.969 20234.011
34 82 0.129 459.700 0.961 20237.184
34 83 0.104 475.734 0.970 20240.348
34 84 0.068 490.037 0.979 20243.529
34 85 0.075 439.158 0.977 20246.837
34 86 0.087 471.384 0.973 20250.018
34 87 0.073 480.668 0.977 20253.131
34 88 0.175 477.716 0.940 20256.294
34 89 0.074 472.615 0.977 20259.418
34 90 0.063 482.005 0.979 20262.515
34 91 0.148 457.637 0.956 20265.610
34 92 0.126 475.381 0.965 20268.701
34 93 0.081 473.457 0.975 20271.833
34 94 0.092 499.544 0.971 20275.004
34 95 0.111 462.303 0.962 20278.285
34 96 0.089 451.346 0.970 20281.439
34 97 0.079 478.174 0.974 20284.547
34 98 0.075 466.157 0.975 20287.658
34 99 0.071 480.412 0.978 20290.842
34 100 0.085 495.689 0.972 20294.071
34 101 0.080 456.884 0.975 20297.412
34 102 0.098 478.047 0.967 20300.670
34 103 0.094 474.876 0.970 20303.893
34 104 0.094 459.231 0.968 20307.156
34 105 0.078 451.760 0.974 20310.312
34 106 0.073 490.516 0.977 20313.446
34 107 0.072 482.514 0.976 20316.578
34 108 0.070 485.738 0.977 20319.732
34 109 0.073 438.409 0.976 20322.841
34 110 0.073 486.711 0.975 20325.970
34 111 0.078 492.630 0.974 20329.089
34 112 0.117 470.185 0.963 20332.247
34 113 0.079 477.806 0.971 20335.409
34 114 0.079 492.355 0.971 20338.587
34 115 0.079 499.522 0.974 20341.768
34 116 0.098 494.889 0.967 20344.928
34 117 0.162 487.402 0.951 20348.075
34 118 0.087 463.551 0.970 20351.248
34 119 0.079 484.692 0.974 20354.425
34 120 0.079 490.515 0.974 20357.563
34 121 0.095 505.321 0.969 20360.736
34 122 0.087 481.106 0.967 20363.895
34 123 0.074 475.386 0.972 20367.087
34 124 0.067 477.149 0.980 20370.290
34 125 0.071 469.690 0.976 20373.438
34 126 0.059 464.205 0.980 20376.566
34 127 0.074 479.579 0.974 20379.690
34 128 0.134 440.933 0.958 20382.908
34 129 0.115 445.387 0.961 20385.982
34 130 0.085 467.474 0.969 20389.030
34 131 0.097 429.009 0.969 20392.124
34 132 0.086 449.582 0.970 20395.253
34 133 0.058 463.185 0.980 20398.309
34 134 0.072 455.072 0.976 20401.457
34 135 0.075 495.221 0.974 20404.601
34 136 0.079 450.464 0.977 20408.082
34 137 0.209 471.513 0.948 20412.689
34 138 0.091 488.419 0.965 20417.299
34 139 0.147 482.002 0.955 20422.037
34 140 0.140 488.729 0.954 20426.785
34 141 0.167 484.380 0.946 20431.545
34 142 0.150 478.191 0.951 20436.322
34 143 0.085 457.887 0.973 20441.112
34 144 0.060 490.197 0.982 20445.722
34 145 0.086 480.897 0.970 20450.362
34 146 0.132 453.585 0.964 20453.817
34 147 0.206 478.280 0.943 20458.357
34 148 0.119 480.482 0.964 20462.932
34 149 0.122 498.135 0.961 20467.495
34 150 0.104 464.292 0.970 20471.999
34 151 0.072 461.049 0.977 20476.482
34 152 0.088 483.221 0.974 20481.045
34 153 0.117 505.250 0.966 20485.539
34 154 0.128 459.564 0.962 20489.018
34 155 0.121 471.722 0.966 20493.706
34 156 0.195 455.628 0.951 20498.343
34 157 0.206 457.114 0.944 20503.330
34 158 0.212 489.135 0.935 20508.047
34 159 0.241 453.855 0.934 20513.168
34 160 0.089 472.430 0.971 20517.943
34 161 0.205 488.795 0.947 20522.552
34 162 0.082 449.141 0.976 20525.988
34 163 0.115 458.941 0.965 20530.528
34 164 0.067 467.664 0.979 20535.092
34 165 0.216 448.114 0.945 20539.609
34 166 0.136 442.321 0.957 20543.121
34 167 0.496 479.858 0.790 20547.725
34 168 0.139 459.716 0.961 20551.246
34 169 0.057 482.307 0.984 20554.729
34 170 0.072 462.969 0.980 20558.195
34 171 0.067 476.720 0.979 20561.640
34 172 0.115 485.666 0.967 20566.144
34 173 0.162 485.098 0.958 20570.704
35 0 0.072 438.633 0.978 20741.882
35 1 0.059 479.019 0.979 20745.014
35 2 0.100 506.685 0.970 20748.195
35 3 0.094 490.107 0.971 20751.503
35 4 0.089 468.375 0.971 20754.846
35 5 0.096 502.273 0.969 20758.075
35 6 0.067 480.278 0.978 20761.370
35 7 0.093 471.787 0.969 20764.684
35 8 0.094 490.599 0.971 20767.973
35 9 0.083 471.251 0.973 20771.242
35 10 0.076 457.155 0.975 20774.457
35 11 0.072 441.777 0.976 20777.686
35 12 0.079 451.796 0.973 20780.884
35 13 0.067 503.977 0.979 20784.141
35 14 0.068 469.049 0.978 20787.321
35 15 0.060 472.820 0.980 20790.519
35 16 0.068 451.541 0.976 20793.706
35 17 0.068 469.911 0.979 20796.873
35 18 0.063 463.201 0.980 20800.053
35 19 0.062 469.258 0.979 20803.282
35 20 0.067 479.625 0.976 20806.499
35 21 0.070 444.401 0.976 20809.712
35 22 0.064 452.828 0.981 20812.962
35 23 0.064 472.554 0.977 20816.129
35 24 0.050 452.556 0.985 20819.301
35 25 0.059 483.820 0.981 20822.508
35 26 0.062 454.608 0.980 20825.751
35 27 0.053 480.949 0.983 20828.897
35 28 0.072 462.106 0.974 20832.057
35 29 0.062 491.236 0.978 20835.229
35 30 0.070 463.809 0.977 20838.508
35 31 0.060 459.041 0.982 20841.717
35 32 0.059 477.574 0.981 20845.006
35 33 0.077 474.325 0.973 20848.245
35 34 0.071 444.843 0.976 20851.475
35 35 0.093 488.712 0.967 20854.720
35 36 0.077 463.178 0.976 20857.898
35 37 0.070 456.059 0.977 20861.064
35 38 0.066 469.362 0.979 20864.277
35 39 0.064 462.632 0.980 20867.483
35 40 0.071 469.061 0.980 20870.661
35 41 0.063 490.581 0.981 20873.912
35 42 0.079 445.144 0.971 20877.075
35 43 0.063 472.051 0.983 20880.261
35 44 0.054 449.122 0.985 20883.425
35 45 0.064 469.832 0.980 20886.633
35 46 0.080 480.781 0.974 20889.775
35 47 0.068 465.929 0.979 20892.938
35 48 0.069 454.399 0.977 20896.093
35 49 0.097 480.509 0.970 20899.269
35 50 0.093 453.099 0.968 20902.464
35 51 0.061 507.291 0.981 20905.630
35 52 0.249 463.360 0.949 20908.827
35 53 0.082 448.589 0.973 20912.019
35 54 0.057 464.481 0.985 20915.202
35 55 0.062 475.570 0.981 20918.442
35 56 0.065 497.065 0.978 20921.642
35 57 0.064 468.006 0.981 20924.791
35 58 0.061 450.251 0.981 20928.002
35 59 0.064 459.898 0.982 20931.224
35 60 0.063 470.298 0.979 20934.443
35 61 0.065 491.063 0.979 20937.619
35 62 0.066 458.486 0.978 20940.808
35 63 0.073 439.489 0.977 20944.060
35 64 0.068 474.655 0.977 20947.362
35 65 0.058 461.000 0.983 20950.650
35 66 0.073 472.900 0.974 20953.802
35 67 0.066 493.534 0.979 20957.024
35 68 0.070 458.957 0.977 20960.187
35 69 0.070 467.203 0.977 20963.358
35 70 0.062 493.645 0.981 20966.537
35 71 0.060 480.666 0.980 20969.769
35 72 0.107 464.993 0.968 20972.940
35 73 0.147 458.261 0.956 20976.202
35 74 0.074 475.418 0.976 20979.395
35 75 0.107 451.472 0.967 20982.635
35 76 0.108 466.620 0.968 20985.815
35 77 0.093 467.723 0.970 20988.969
35 78 0.071 516.863 0.978 20992.167
35 79 0.080 499.628 0.975 20995.320
35 80 0.075 484.105 0.976 20998.486
35 81 0.101 485.977 0.968 21001.662
35 82 0.133 460.746 0.958 21004.845
35 83 0.101 467.097 0.968 21008.015
35 84 0.078 450.861 0.974 21011.196
35 85 0.074 459.593 0.978 21014.491
35 86 0.094 483.015 0.969 21018.009
35 87 0.066 479.964 0.978 21021.127
35 88 0.178 480.986 0.941 21024.281
35 89 0.065 484.470 0.980 21027.385
35 90 0.067 502.951 0.977 21030.478
35 91 0.184 478.370 0.948 21033.566
35 92 0.120 493.924 0.966 21036.643
35 93 0.081 499.856 0.975 21039.770
35 94 0.127 488.749 0.962 21042.968
35 95 0.135 464.406 0.954 21046.248
35 96 0.084 485.445 0.972 21049.422
35 97 0.082 467.442 0.973 21052.525
35 98 0.072 484.267 0.976 21055.661
35 99 0.071 485.568 0.978 21058.840
35 100 0.082 493.957 0.974 21062.056
35 101 0.079 482.950 0.975 21065.398
35 102 0.089 478.047 0.972 21068.668
35 103 0.102 493.418 0.967 21071.905
35 104 0.087 459.689 0.972 21075.160
35 105 0.094 477.330 0.968 21078.315
35 106 0.069 501.753 0.976 21081.459
35 107 0.072 482.977 0.974 21084.605
35 108 0.073 483.851 0.977 21087.776
35 109 0.082 510.984 0.970 21090.892
35 110 0.074 483.148 0.974 21094.013
35 111 0.071 456.755 0.976 21097.133
35 112 0.111 470.489 0.966 21100.299
35 113 0.072 433.321 0.975 21103.431
35 114 0.069 481.613 0.976 21106.581
35 115 0.077 494.217 0.973 21109.786
35 116 0.092 499.892 0.970 21112.965
35 117 0.160 462.218 0.949 21116.155
35 118 0.088 481.998 0.970 21119.370
35 119 0.074 476.006 0.975 21122.582
35 120 0.082 481.518 0.972 21125.770
35 121 0.097 491.629 0.969 21128.984
35 122 0.089 490.087 0.967 21132.191
35 123 0.073 468.375 0.975 21135.442
35 124 0.073 468.263 0.976 21138.685
35 125 0.070 490.983 0.976 21141.885
35 126 0.065 440.123 0.978 21145.061
35 127 0.079 472.663 0.971 21148.219
35 128 0.127 460.304 0.961 21151.486
35 129 0.109 437.518 0.966 21154.608
35 130 0.094 484.746 0.967 21157.718
35 131 0.106 428.321 0.966 21160.853
35 132 0.087 445.090 0.970 21164.018
35 133 0.067 439.776 0.977 21167.118
35 134 0.063 480.777 0.979 21170.315
35 135 0.084 472.749 0.971 21173.513
35 136 0.087 457.962 0.975 21177.044
35 137 0.204 468.606 0.952 21181.724
35 138 0.095 512.331 0.964 21186.417
35 139 0.157 463.954 0.951 21191.223
35 140 0.120 482.226 0.960 21196.027
35 141 0.149 488.526 0.949 21200.848
35 142 0.160 503.987 0.947 21205.666
35 143 0.079 456.892 0.975 21210.494
35 144 0.059 469.998 0.983 21215.169
