frame,safe,margin
0005,True,0.4919633147225596
0006,True,0.7852977287192578
0007,True,0.7379895855192996
0008,True,0.9329006351516128
0009,True,0.7897392442992296
0010,True,0.8487209472325056
0011,True,0.8331621269255786
0012,True,0.6418454023874841
0013,True,0.7256773140310481
0014,True,0.4756277942919839
0015,True,0.4124497236270527
0019,True,0.8147279965698718
0024,True,0.6188928527826242
0027,True,0.931309183816296
0030,True,0.7044516913874016
0031,True,0.7405621627300399
0032,True,0.7607776089464203
0034,True,0.6880128084361053
0036,True,0.6404379941070907
0038,True,0.5972451101776634
0039,True,0.5828226043423183
0040,True,0.584478110974573
0041,True,0.5793536199204533
0043,True,0.5662467273462556
0044,True,0.5751246567293239
0045,True,0.5825853416942778
0047,True,0.5866751337984312
0049,True,0.4486788097986837
0051,True,0.5434804914604233
0053,True,0.6054122163939418
0054,True,0.5902533046452235
0055,True,0.6215343382833521
0056,True,0.664000751299377
0057,True,0.6825335467660897
0058,True,0.684108020421682
0059,True,0.7101948664007617
0060,True,0.7269317327033323
0061,True,0.5380530548989014
0062,True,0.7525140755853518
0063,True,0.7779368965437657
0064,True,0.8173165272384205
0065,True,0.8396330559679853
0066,True,0.8271614650225426
0067,True,0.8837925770152985
0068,True,1.0516546336898074
0069,True,0.9119712378504382
0070,True,0.9205808005966883
0071,True,0.9653448787516775
0073,True,0.9343410634019326
0074,True,0.8895273377659153
0077,True,0.8599197075767994
0078,True,0.9188485569252246
0080,True,0.9029009890572303
0081,True,0.9098520730720109
0082,True,0.9132960976645489
0083,True,1.0762604784347696
0084,True,0.9100721863442455
0085,True,0.9141472570159371
0086,True,0.7920699623364701
0087,True,0.9834642680292985
0088,True,0.9384806130291142
0089,True,1.0433025429338039
0090,True,0.786190587178211
0091,True,1.0726055921741469
0092,True,0.9649439462431714
0095,True,1.0949386528451868
0096,True,0.9005140057962348
0097,True,0.9123802252199046
0098,True,1.0054733325347351
0099,True,0.9619258935799401
0100,True,0.7738335662558801
0101,True,0.7348740464657842
0102,True,0.9009314438927739
0103,True,1.0464212779682502
0104,True,1.0267789725373748
0106,True,0.9283911766900631
0107,True,0.9356677838886444
0108,True,0.8989993523264804
0109,True,0.9285775785968152
0110,True,0.9299073173028313
0111,True,0.848251865053485
0113,True,0.9029399659439944
0114,True,1.000076585534162
0115,True,0.6093741128478366
0116,True,0.9002540401826907
0117,True,0.9134368878391051
0118,True,1.0400194882535039
0119,True,0.9902316313421734
0120,True,0.8179797489452395
0121,True,0.8909163987151131
0122,True,1.0207828923997542
0123,True,0.945184737228162
0124,True,0.9232378648405476
0125,True,0.8764808180124907
0126,True,0.5496703562884143
0127,True,0.8121677243954225
0129,True,0.8075269004748146
0130,True,0.8949776593926934
0131,True,0.9360059951985565
0132,True,0.8252242468563867
0133,True,0.6225123379321639
0134,True,0.7209417724368189
0135,True,1.0150056833636674
0136,True,0.5353259002428233
0138,True,0.5247844496741122
0139,True,0.5413242373181274
0140,True,0.4242910686064415
0141,True,1.0414670351962019
0142,True,0.9978545562859474
0143,True,1.0138707117506969
0144,True,0.6263653110439446
0146,True,0.9955284565160089
0149,True,0.9131140717784852
0150,True,1.0285739200472976
0151,True,0.8229666662423712
0152,True,0.8795210146666214
0153,True,0.7664872962900752
0155,True,0.5982637219214323
0156,True,0.5616090293443586
0157,True,1.0318141698828853
0159,True,0.8785135645015015
0163,True,0.8972492439359133
0165,True,1.0877392659830778
0166,True,0.9050378039084587
0172,True,0.9243660798499328
0173,True,0.8574682135800457
0174,True,0.9857275233316417
0175,True,0.8959185475037016
0178,True,0.7905344360772993
0179,True,0.707035924169365
0180,True,0.6766257659961658
0181,True,0.7129501164574131
0182,True,0.5840585823723633
0183,True,0.7191764896720195
0185,True,0.9351159368671204
0186,True,0.7020129343338227
0187,True,0.8138934746674787
0188,True,1.1375222503199796
0189,True,1.1225974907821037
0190,True,0.9784201808593552
0191,True,1.0402527787795193
0193,True,0.6569319867569828
0194,True,0.7951973027548437
0195,True,0.6547574438516611
0196,True,0.7044115704899075
0197,True,0.8349140342835729
0198,True,1.0153114334177902
0199,True,0.7663390905836064
0200,True,0.9245068018530364
0201,True,0.9574990235376478
0202,True,0.9493487593106539
0203,True,1.0075141945724773
0204,True,1.0846511180372276
0205,True,0.8386995367123075
0206,True,0.9979183853305743
0207,True,0.9332209777317956
