frame,num_points,centroid_x,centroid_y,centroid_z,axis1,axis2,axis3,obb_dx,obb_dy,obb_dz,obb_volume
frame_0204_overlay_go1_uncertainty_clean.ply,75,8.702867,-0.26319033,-1.2210135,2.9453168,1.8464735,0.30512407,5.0070386,3.139005,0.5187109,8.152641296386719
frame_0205_overlay_go1_uncertainty_clean.ply,35,8.874301,-0.8794536,-1.1456198,0.20882215,0.18440895,0.084566385,0.35499766,0.31349522,0.14376286,0.015999378636479378
frame_0206_overlay_go1_uncertainty_clean.ply,73,8.869329,-0.90215605,-1.1318331,0.3236342,0.16551884,0.14871316,0.5501782,0.28138202,0.2528124,0.03913794830441475
frame_0207_overlay_go1_uncertainty_clean.ply,97,8.766373,-0.24428695,-1.1798584,2.9213789,2.1489482,0.32629618,4.9663444,3.653212,0.55470353,10.064045906066895
frame_0208_overlay_go1_uncertainty_clean.ply,68,8.76434,-0.8931713,-1.1348598,0.3061161,0.17630376,0.13221012,0.52039737,0.2997164,0.22475721,0.035055749118328094
frame_0209_overlay_go1_uncertainty_clean.ply,75,8.68048,-0.8798719,-1.1469476,0.302094,0.17410238,0.1193384,0.5135598,0.29597405,0.20287529,0.03083712048828602
frame_0210_overlay_go1_uncertainty_clean.ply,79,8.5153885,-0.8718344,-1.1453667,0.3034181,0.17441882,0.12943289,0.5158108,0.296512,0.22003591,0.03365319222211838
frame_0211_overlay_go1_uncertainty_clean.ply,76,8.481662,-0.8626218,-1.1392943,0.29697192,0.17090811,0.12967582,0.5048523,0.2905438,0.2204489,0.03233581781387329
frame_0212_overlay_go1_uncertainty_clean.ply,84,8.464286,-0.85752195,-1.1429878,0.3055951,0.18143354,0.14545025,0.5195117,0.30843702,0.24726543,0.039620980620384216
frame_0213_overlay_go1_uncertainty_clean.ply,62,8.600615,-0.8831341,-1.134262,0.29227847,0.16535766,0.101392366,0.4968734,0.28110805,0.17236702,0.024075383320450783
frame_0214_overlay_go1_uncertainty_clean.ply,73,8.424709,-0.85821795,-1.1319427,0.2951908,0.17254484,0.10808066,0.5018244,0.29332623,0.18373713,0.027045786380767822
frame_0215_overlay_go1_uncertainty_clean.ply,57,8.355109,-0.8129149,-1.1523122,0.2562409,0.17390046,0.10648929,0.43560955,0.29563078,0.18103181,0.02331320196390152
frame_0216_overlay_go1_uncertainty_clean.ply,50,8.336536,-0.83813304,-1.1504273,0.24362752,0.14707461,0.1077457,0.41416678,0.25002685,0.1831677,0.018967531621456146
frame_0217_overlay_go1_uncertainty_clean.ply,43,8.302596,-0.8184769,-1.1882426,0.20984803,0.2008231,0.123284765,0.35674167,0.34139928,0.2095841,0.02552553080022335
frame_0218_overlay_go1_uncertainty_clean.ply,78,8.353128,-0.8051934,-1.1517096,0.3011811,0.17099093,0.13568214,0.5120079,0.29068458,0.23065963,0.034329719841480255
frame_0219_overlay_go1_uncertainty_clean.ply,37,8.293161,-0.77156717,-1.155424,0.22380377,0.15925272,0.0940949,0.38046643,0.27072963,0.15996134,0.01647658459842205
frame_0220_overlay_go1_uncertainty_clean.ply,50,8.322416,-0.7674011,-1.1459289,0.34504867,0.15082899,0.11928181,0.5865827,0.2564093,0.20277908,0.030499041080474854
frame_0221_overlay_go1_uncertainty_clean.ply,35,8.461807,-0.7029727,-1.1239859,0.21478836,0.19258426,0.090302795,0.36514023,0.32739326,0.15351476,0.018351837992668152
frame_0222_overlay_go1_uncertainty_clean.ply,70,8.352027,-0.79484916,-1.1526647,0.3787841,0.17460941,0.15771276,0.643933,0.296836,0.2681117,0.05124753713607788
frame_0223_overlay_go1_uncertainty_clean.ply,100,8.404396,-0.2852499,-1.2481244,3.0950005,1.6954457,0.28917998,5.261501,2.8822577,0.49160597,7.455204963684082
frame_0224_overlay_go1_uncertainty_clean.ply,78,8.353452,-0.791157,-1.1603386,0.39625457,0.19090123,0.15765412,0.6736328,0.32453212,0.26801202,0.058591578155756
frame_0225_overlay_go1_uncertainty_clean.ply,33,8.468464,-0.6827608,-1.1193706,0.22423223,0.12219624,0.09010157,0.3811948,0.20773362,0.15317267,0.012129280716180801
frame_0226_overlay_go1_uncertainty_clean.ply,46,8.461942,-0.6911489,-1.1298872,0.25378588,0.19266114,0.09049233,0.431436,0.32752395,0.15383697,0.021738028153777122
frame_0227_overlay_go1_uncertainty_clean.ply,33,8.395652,-0.7106948,-1.1730133,0.25953418,0.17065938,0.09105805,0.44120812,0.29012096,0.1547987,0.019814811646938324
frame_0228_overlay_go1_uncertainty_clean.ply,46,8.22369,-0.9152321,-1.1971924,0.2328216,0.21439566,0.10527136,0.39579672,0.36447263,0.17896132,0.025816434994339943
frame_0229_overlay_go1_uncertainty_clean.ply,102,8.375257,-0.31768143,-1.2588284,2.940652,1.5096279,0.23754998,4.9991083,2.5663676,0.40383497,5.181020736694336
frame_0231_overlay_go1_uncertainty_clean.ply,86,8.421169,-0.45835075,-1.2484471,3.1543424,1.2588409,0.22778861,5.3623824,2.1400297,0.38724065,4.443840980529785
frame_0232_overlay_go1_uncertainty_clean.ply,97,8.470203,-0.20891495,-1.2574762,2.787691,1.6087356,0.24097966,4.739075,2.7348506,0.40966544,5.309535503387451
frame_0233_overlay_go1_uncertainty_clean.ply,82,8.457869,-0.28872567,-1.2324399,3.3725927,1.7399089,0.3118074,5.7334075,2.9578452,0.53007257,8.989253044128418
frame_0234_overlay_go1_uncertainty_clean.ply,122,8.4278755,-0.39484757,-1.2327344,2.9211247,1.5667508,0.2934827,4.9659123,2.6634765,0.4989206,6.599018573760986
frame_0235_overlay_go1_uncertainty_clean.ply,98,8.348268,-0.83932817,-1.1562027,0.40341404,0.18614021,0.13507165,0.6858039,0.31643838,0.22962181,0.04983130097389221
frame_0236_overlay_go1_uncertainty_clean.ply,59,8.314828,-0.8382454,-1.1878893,0.4005777,0.19219756,0.12666936,0.6809821,0.32673585,0.21533792,0.04791296273469925
frame_0237_overlay_go1_uncertainty_clean.ply,88,8.449019,-0.1693395,-1.245803,3.1889422,1.7344842,0.289454,5.4212017,2.9486232,0.49207184,7.865808010101318
frame_0238_overlay_go1_uncertainty_clean.ply,30,8.382374,-0.66605353,-1.1358768,0.22836983,0.1589041,0.0859837,0.3882287,0.27013698,0.1461723,0.015329809859395027
frame_0239_overlay_go1_uncertainty_clean.ply,38,8.282008,-1.0216664,-1.2463255,0.21445604,0.15938856,0.12939017,0.36457527,0.27096057,0.21996328,0.021729188039898872
frame_0240_overlay_go1_uncertainty_clean.ply,72,8.338184,-0.7895185,-1.1760219,0.38733742,0.18385924,0.123932205,0.6584736,0.31256074,0.21068476,0.04336166009306908
frame_0247_overlay_go1_uncertainty_clean.ply,85,8.526493,-0.18959826,-1.2829211,3.2641847,1.8274843,0.32192096,5.549114,3.1067233,0.54726565,9.43462085723877
frame_0248_overlay_go1_uncertainty_clean.ply,103,8.392738,-0.40097684,-1.2763076,2.672738,1.491587,0.29511118,4.543655,2.535698,0.501689,5.780128002166748
frame_0249_overlay_go1_uncertainty_clean.ply,108,8.220483,-0.5162869,-1.2351129,2.6520104,1.7865188,0.35008922,4.508418,3.037082,0.5951517,8.149076461791992
frame_0250_overlay_go1_uncertainty_clean.ply,94,8.370075,-0.473911,-1.2617404,2.8538046,1.7580572,0.3024711,4.851468,2.9886973,0.51420087,7.455691337585449
frame_0251_overlay_go1_uncertainty_clean.ply,101,8.399395,-0.47923887,-1.2513831,2.8688219,1.3093407,0.30610022,4.8769975,2.2258792,0.52037036,5.6489362716674805
frame_0252_overlay_go1_uncertainty_clean.ply,98,8.314162,-0.5351583,-1.2581698,2.8881907,1.492546,0.26930714,4.9099245,2.5373282,0.45782214,5.70358943939209
frame_0253_overlay_go1_uncertainty_clean.ply,102,8.487675,-0.36287832,-1.2112167,3.3846714,1.6764572,0.3902973,5.7539415,2.8499773,0.66350543,10.880562782287598
frame_0254_overlay_go1_uncertainty_clean.ply,74,8.36556,-0.3753416,-1.2681501,3.06482,1.6597656,0.32541022,5.210194,2.8216016,0.5531974,8.13260555267334
frame_0255_overlay_go1_uncertainty_clean.ply,90,8.442716,-0.42272606,-1.2579632,2.9076645,1.7497988,0.27457687,4.94303,2.974658,0.4667807,6.863460540771484
frame_0256_overlay_go1_uncertainty_clean.ply,79,8.441463,-0.48226002,-1.2528988,3.2566264,1.5320342,0.29198498,5.536265,2.604458,0.49637446,7.157208442687988
frame_0257_overlay_go1_uncertainty_clean.ply,88,8.580617,-0.2759312,-1.2701036,2.7860525,2.02287,0.2919446,4.7362895,3.4388793,0.49630582,8.08359432220459
frame_0258_overlay_go1_uncertainty_clean.ply,119,8.257513,-0.45463687,-1.2642709,2.869073,1.7327554,0.27170545,4.8774242,2.9456842,0.46189928,6.636269569396973
frame_0259_overlay_go1_uncertainty_clean.ply,63,8.877541,-0.11962697,-1.2652265,2.6590688,1.6585482,0.31035665,4.520417,2.8195322,0.5276063,6.724586009979248
frame_0261_overlay_go1_uncertainty_clean.ply,56,8.328576,-0.9821669,-1.1853249,0.4027729,0.15965508,0.13752268,0.68471396,0.27141365,0.23378856,0.04344743490219116
frame_0262_overlay_go1_uncertainty_clean.ply,28,8.405581,-1.1462691,-1.233672,0.18701029,0.14052112,0.12231698,0.3179175,0.23888592,0.20793886,0.015792129561305046
frame_0263_overlay_go1_uncertainty_clean.ply,41,8.3803005,-1.0816094,-1.2311068,0.26409608,0.15462549,0.12522191,0.44896334,0.26286334,0.21287724,0.02512292191386223
frame_0264_overlay_go1_uncertainty_clean.ply,90,8.322371,-0.95919335,-1.1834184,0.40023735,0.18929142,0.119759806,0.68040353,0.32179543,0.20359167,0.04457654803991318
frame_0265_overlay_go1_uncertainty_clean.ply,64,8.329308,-1.004166,-1.18153,0.41282904,0.18410687,0.103485875,0.7018094,0.3129817,0.17592598,0.0386427603662014
frame_0266_overlay_go1_uncertainty_clean.ply,126,8.395334,-0.449807,-1.2293162,2.58745,1.5984356,0.29172242,4.398665,2.7173407,0.4959281,5.927665710449219
frame_0268_overlay_go1_uncertainty_clean.ply,91,8.515637,-0.5666854,-1.2529593,2.827105,1.2545725,0.2590232,4.806079,2.1327734,0.44033945,4.513601303100586
frame_0269_overlay_go1_uncertainty_clean.ply,91,8.541546,-0.38104725,-1.2580365,2.6031432,1.8357148,0.22232507,4.4253435,3.1207154,0.37795264,5.219615936279297
frame_0270_overlay_go1_uncertainty_clean.ply,77,8.593075,-0.15689291,-1.2377822,3.2989101,1.8899393,0.297743,5.6081476,3.2128968,0.5061631,9.12024974822998
frame_0271_overlay_go1_uncertainty_clean.ply,102,8.653439,-0.38591856,-1.2313,2.5772994,1.7045554,0.3399089,4.381409,2.8977442,0.57784516,7.336439609527588
frame_0272_overlay_go1_uncertainty_clean.ply,101,8.510527,-0.35043252,-1.2429466,2.883196,1.8685061,0.3223557,4.9014335,3.1764605,0.5480047,8.532000541687012
frame_0273_overlay_go1_uncertainty_clean.ply,89,8.674007,-0.21204357,-1.2648124,2.9289608,2.0591218,0.29727465,4.9792333,3.5005074,0.5053669,8.808465957641602
frame_0274_overlay_go1_uncertainty_clean.ply,112,8.22566,-0.48764926,-1.2143191,3.312777,1.7408341,0.2972966,5.631721,2.959418,0.50540423,8.423378944396973
frame_0275_overlay_go1_uncertainty_clean.ply,129,8.397301,-0.5580886,-1.2345537,2.7706933,1.6408095,0.2964294,4.710179,2.7893763,0.50393,6.620864391326904
frame_0276_overlay_go1_uncertainty_clean.ply,133,8.351494,-0.48669463,-1.2393361,3.0325015,1.6662014,0.2654081,5.1552525,2.8325424,0.45119378,6.5885443687438965
frame_0277_overlay_go1_uncertainty_clean.ply,118,8.510674,-0.41011596,-1.2198344,2.9372115,1.7810252,0.29691017,4.99326,3.0277429,0.5047473,7.630924224853516
frame_0278_overlay_go1_uncertainty_clean.ply,127,8.523342,-0.4637061,-1.2169535,2.6543455,1.6613077,0.30461252,4.5123873,2.824223,0.5178413,6.599362850189209
frame_0279_overlay_go1_uncertainty_clean.ply,76,8.445788,-0.5387326,-1.208257,3.0159812,1.7696811,0.34216726,5.127168,3.008458,0.58168435,8.972405433654785
frame_0280_overlay_go1_uncertainty_clean.ply,81,8.47701,-0.4209753,-1.2298716,2.677485,1.921401,0.24645571,4.5517244,3.2663817,0.41897473,6.229177474975586
frame_0281_overlay_go1_uncertainty_clean.ply,78,8.610713,-0.32025144,-1.2539598,3.368075,2.078221,0.29112628,5.7257276,3.532976,0.49491468,10.011558532714844
frame_0282_overlay_go1_uncertainty_clean.ply,72,8.413502,-0.45761,-1.2530227,3.1406543,1.9792495,0.23352595,5.3391123,3.3647242,0.3969941,7.131856441497803
frame_0283_overlay_go1_uncertainty_clean.ply,82,8.402791,-0.2970595,-1.2261758,3.156083,1.886191,0.30402878,5.3653417,3.2065248,0.5168489,8.891921043395996
frame_0284_overlay_go1_uncertainty_clean.ply,78,8.446269,-0.44353706,-1.2268453,3.2779117,1.5727478,0.28327918,5.57245,2.6736715,0.48157462,7.174932479858398
frame_0285_overlay_go1_uncertainty_clean.ply,81,8.493102,-0.30202925,-1.2188164,3.0299006,1.9496508,0.31761545,5.150831,3.3144064,0.53994626,9.217933654785156
frame_0286_overlay_go1_uncertainty_clean.ply,106,8.544286,-0.29881954,-1.2115257,3.0486755,1.5475165,0.29685286,5.182749,2.630778,0.5046499,6.880730152130127
frame_0287_overlay_go1_uncertainty_clean.ply,110,8.337963,-0.4672117,-1.2099761,3.3908749,1.6011775,0.31342456,5.7644873,2.7220018,0.5328218,8.360477447509766
frame_0288_overlay_go1_uncertainty_clean.ply,107,8.398545,-0.63540965,-1.23308,2.68647,1.6021309,0.2450553,4.566999,2.7236226,0.41659403,5.18192195892334
frame_0289_overlay_go1_uncertainty_clean.ply,75,8.784854,-0.24631079,-1.2262081,2.905126,1.9945195,0.28851524,4.9387145,3.3906832,0.49047592,8.213321685791016
frame_0290_overlay_go1_uncertainty_clean.ply,88,8.381654,-0.617113,-1.2127466,2.9248426,1.7188524,0.24766217,4.9722323,2.922049,0.4210257,6.117127418518066
frame_0291_overlay_go1_uncertainty_clean.ply,91,8.424895,-0.49557462,-1.2283707,3.5696652,1.5444678,0.29985622,6.068431,2.6255953,0.50975555,8.12205982208252
frame_0292_overlay_go1_uncertainty_clean.ply,95,8.658415,-0.25441682,-1.2358948,3.4015126,1.66278,0.27939552,5.782572,2.8267262,0.4749724,7.7637786865234375
frame_0293_overlay_go1_uncertainty_clean.ply,104,8.557354,-0.22650144,-1.2353535,2.9874525,1.9459122,0.31487596,5.0786695,3.3080509,0.53528917,8.993124008178711
frame_0294_overlay_go1_uncertainty_clean.ply,81,8.381884,-0.35935748,-1.2342132,3.51522,1.9309249,0.319987,5.975874,3.2825725,0.5439779,10.670801162719727
frame_0295_overlay_go1_uncertainty_clean.ply,88,8.615046,-0.3624763,-1.233005,2.6379066,1.9589425,0.26815158,4.4844413,3.3302023,0.4558577,6.807823181152344
frame_0296_overlay_go1_uncertainty_clean.ply,95,8.41251,-0.5671308,-1.2268475,2.8069768,1.8454162,0.27684084,4.7718606,3.1372075,0.47062942,7.045471668243408
frame_0297_overlay_go1_uncertainty_clean.ply,78,8.635916,-0.50127584,-1.2340624,2.924573,1.8518834,0.26789016,4.971774,3.148202,0.45541328,7.128196716308594
frame_0298_overlay_go1_uncertainty_clean.ply,113,8.439245,-0.40272632,-1.2266406,2.6792064,1.8269875,0.2876225,4.554651,3.1058788,0.48895827,6.916898250579834
frame_0303_overlay_go1_uncertainty_clean.ply,82,8.6887245,-0.3695964,-1.2264599,2.8173819,1.5559732,0.22736399,4.7895494,2.6451545,0.3865188,4.896844387054443
frame_0304_overlay_go1_uncertainty_clean.ply,80,8.616823,-0.52076584,-1.2176169,2.355565,1.9101123,0.26097986,4.004461,3.247191,0.44366577,5.769096374511719
frame_0305_overlay_go1_uncertainty_clean.ply,95,8.427877,-0.46115646,-1.2144433,3.2430458,1.8855252,0.28773797,5.513178,3.205393,0.48915455,8.644290924072266
frame_0306_overlay_go1_uncertainty_clean.ply,96,8.751992,-0.2314712,-1.2434834,2.636781,1.6783097,0.30682594,4.4825277,2.8531265,0.5216041,6.670909404754639
frame_0308_overlay_go1_uncertainty_clean.ply,38,8.440509,-1.0621991,-1.1085424,0.22466862,0.1600391,0.107831314,0.38193667,0.27206647,0.18331324,0.019048474729061127
frame_0309_overlay_go1_uncertainty_clean.ply,44,8.493826,-1.1139845,-1.139522,0.25432724,0.16491567,0.12822439,0.43235633,0.28035665,0.21798147,0.026422400027513504
frame_0310_overlay_go1_uncertainty_clean.ply,64,8.501479,-0.15064958,-1.2177457,2.9616337,2.0850496,0.29813558,5.034777,3.5445845,0.5068305,9.044995307922363
frame_0313_overlay_go1_uncertainty_clean.ply,63,8.644899,-1.1420448,-1.1466973,0.24902777,0.19191782,0.15737866,0.42334723,0.3262603,0.26754373,0.03695351257920265
frame_0314_overlay_go1_uncertainty_clean.ply,60,8.705422,-1.1603965,-1.1257102,0.28963447,0.17106546,0.122560605,0.4923786,0.2908113,0.20835303,0.02983391471207142
frame_0315_overlay_go1_uncertainty_clean.ply,58,8.818511,-1.1959295,-1.1264875,0.28672335,0.18178667,0.124258846,0.4874297,0.30903736,0.21124004,0.03181992843747139
frame_0316_overlay_go1_uncertainty_clean.ply,60,8.85448,-1.2146277,-1.1208987,0.2389732,0.18290111,0.12386266,0.40625444,0.3109319,0.21056654,0.026598230004310608
frame_0317_overlay_go1_uncertainty_clean.ply,62,8.944544,-1.2411653,-1.1138425,0.30137086,0.17130081,0.1294626,0.5123305,0.2912114,0.22008643,0.03283612057566643
frame_0318_overlay_go1_uncertainty_clean.ply,57,9.065403,-1.2690911,-1.0916487,0.31952775,0.14814115,0.13316005,0.54319715,0.25183997,0.2263721,0.03096741996705532
frame_0319_overlay_go1_uncertainty_clean.ply,45,9.068883,-1.2283268,-1.0712484,0.22310156,0.14110664,0.104617506,0.37927267,0.23988129,0.17784977,0.016180846840143204
frame_0320_overlay_go1_uncertainty_clean.ply,43,9.134251,-1.2494541,-1.0772606,0.22636855,0.16520955,0.11332394,0.38482654,0.28085625,0.1926507,0.020821869373321533
frame_0321_overlay_go1_uncertainty_clean.ply,53,9.226966,-1.284824,-1.0846361,0.25024092,0.18354835,0.120369084,0.4254096,0.3120322,0.20462745,0.027162551879882812
frame_0322_overlay_go1_uncertainty_clean.ply,54,9.298972,-1.2905443,-1.0833384,0.26565135,0.17221221,0.13302796,0.4516073,0.29276076,0.22614753,0.02989961951971054
frame_0323_overlay_go1_uncertainty_clean.ply,61,9.532256,-1.3550928,-1.0835757,0.2880873,0.17638654,0.13485004,0.48974845,0.2998571,0.22924508,0.03366568312048912
frame_0324_overlay_go1_uncertainty_clean.ply,56,9.573148,-1.3573711,-1.0718392,0.29182723,0.151774,0.13642806,0.4961063,0.2580158,0.23192771,0.029687505215406418
frame_0325_overlay_go1_uncertainty_clean.ply,45,9.651372,-1.3673337,-1.0434922,0.23346442,0.16882344,0.11345737,0.39688954,0.28699985,0.19287753,0.021970147266983986
frame_0326_overlay_go1_uncertainty_clean.ply,52,9.7160425,-1.3739499,-1.0662317,0.21388055,0.17788218,0.1523532,0.36359695,0.30239972,0.25900045,0.028477517887949944
frame_0327_overlay_go1_uncertainty_clean.ply,52,9.778611,-1.3833913,-1.0591857,0.2118246,0.1803556,0.15078993,0.36010182,0.3066045,0.2563429,0.028302522376179695
frame_0329_overlay_go1_uncertainty_clean.ply,38,9.819049,-1.3648157,-1.0451639,0.21133246,0.17942291,0.11573817,0.35926518,0.30501896,0.19675489,0.021560929715633392
frame_0330_overlay_go1_uncertainty_clean.ply,38,9.863511,-1.4038445,-1.0281211,0.22135247,0.15264712,0.12297995,0.3762992,0.25950012,0.20906591,0.02041522040963173
frame_0333_overlay_go1_uncertainty_clean.ply,41,9.953804,-1.4629413,-1.0268734,0.20158978,0.15607563,0.11902861,0.34270263,0.2653286,0.20234865,0.018399320542812347
frame_0339_overlay_go1_uncertainty_clean.ply,40,10.129687,-1.4908612,-1.0255952,0.2091638,0.17509356,0.13427679,0.35557848,0.29765907,0.22827056,0.024160420522093773
frame_0340_overlay_go1_uncertainty_clean.ply,36,10.167887,-1.4996896,-1.0441667,0.1885307,0.1776516,0.14485101,0.3205022,0.30200773,0.24624673,0.023835239931941032
frame_0342_overlay_go1_uncertainty_clean.ply,43,10.266407,-1.5362751,-1.0324132,0.20064984,0.19028766,0.11145399,0.34110475,0.32348904,0.18947178,0.020907007157802582
frame_0346_overlay_go1_uncertainty_clean.ply,38,10.502585,-1.5965061,-0.9988807,0.20896305,0.16540316,0.10712513,0.3552372,0.2811854,0.18211274,0.018190786242485046
frame_0347_overlay_go1_uncertainty_clean.ply,37,10.562242,-1.6083834,-1.0109252,0.20259012,0.18689427,0.1283287,0.3444032,0.31772026,0.2181588,0.023871781304478645
frame_0352_overlay_go1_uncertainty_clean.ply,30,10.782839,-1.6508087,-0.9821185,0.21133342,0.1652313,0.1129358,0.35926682,0.28089324,0.19199085,0.019374875351786613
frame_0356_overlay_go1_uncertainty_clean.ply,32,10.941161,-1.6932957,-0.96183306,0.20483842,0.14726056,0.12497635,0.34822533,0.25034297,0.2124598,0.018521346151828766
frame_0360_overlay_go1_uncertainty_clean.ply,96,9.659896,-0.58584714,-1.1526587,3.9316046,2.2856245,0.3350156,6.683728,3.8855617,0.56952655,14.79062557220459
frame_0364_overlay_go1_uncertainty_clean.ply,86,9.887203,-0.67099756,-1.1466994,3.7080896,2.331863,0.30321136,6.3037524,3.964167,0.5154593,12.880878448486328
frame_0369_overlay_go1_uncertainty_clean.ply,83,9.736597,-0.8619719,-1.1397028,4.2567377,2.3552966,0.3001677,7.2364545,4.0040045,0.51028514,14.785408020019531
frame_0370_overlay_go1_uncertainty_clean.ply,62,9.321662,-0.44854805,-1.1916339,3.94149,2.5950923,0.31443542,6.700533,4.411657,0.53454024,15.801250457763672
frame_0371_overlay_go1_uncertainty_clean.ply,85,9.510934,-0.5076602,-1.1692511,3.9214916,2.520098,0.32976195,6.666536,4.284167,0.56059533,16.01091194152832
frame_0372_overlay_go1_uncertainty_clean.ply,67,9.206939,-0.34466368,-1.1825876,4.080381,2.5001535,0.35294917,6.936648,4.2502613,0.6000136,17.68994140625
frame_0373_overlay_go1_uncertainty_clean.ply,81,9.335334,-0.79576695,-1.1400696,4.4238725,2.4167736,0.2928305,7.5205836,4.1085153,0.49781185,15.38160514831543
frame_0377_overlay_go1_uncertainty_clean.ply,65,9.625551,-0.76349765,-1.1444324,3.8256006,2.1520712,0.35129294,6.5035214,3.6585212,0.597198,14.209293365478516
frame_0382_overlay_go1_uncertainty_clean.ply,32,10.673737,-1.6686155,-0.96775293,0.21558675,0.14541647,0.101543665,0.3664975,0.247208,0.17262423,0.01563994586467743
frame_0383_overlay_go1_uncertainty_clean.ply,36,10.656726,-1.6808133,-0.9797032,0.2134549,0.16739218,0.11781139,0.36287335,0.2845667,0.20027937,0.02068118192255497
frame_0384_overlay_go1_uncertainty_clean.ply,86,9.289609,-0.801298,-1.1592895,4.235126,2.25093,0.2879549,7.1997147,3.8265812,0.48952335,13.486512184143066
frame_0385_overlay_go1_uncertainty_clean.ply,37,10.639109,-1.696564,-1.0004275,0.24047154,0.1586741,0.120501086,0.40880165,0.26974598,0.20485185,0.0225895456969738
frame_0388_overlay_go1_uncertainty_clean.ply,84,9.376863,-0.4414737,-1.172049,3.5206118,2.4480658,0.36368647,5.98504,4.1617117,0.618267,15.399802207946777
frame_0390_overlay_go1_uncertainty_clean.ply,101,9.2681265,-0.39163038,-1.1967962,3.1955736,2.5107706,0.29511157,5.432475,4.26831,0.5016897,11.632923126220703
frame_0393_overlay_go1_uncertainty_clean.ply,30,10.541377,-1.7894038,-0.98414713,0.21113141,0.15182333,0.108377874,0.3589234,0.25809968,0.1842424,0.01706784963607788
frame_0400_overlay_go1_uncertainty_clean.ply,98,9.312253,-0.71467674,-1.1899228,3.4973085,2.4297078,0.29390052,5.9454246,4.130503,0.4996309,12.269732475280762
frame_0401_overlay_go1_uncertainty_clean.ply,78,9.024107,-0.5325583,-1.1997819,3.7623622,2.5382373,0.28429618,6.396016,4.3150034,0.48330352,13.33861255645752
frame_0402_overlay_go1_uncertainty_clean.ply,80,9.079131,-0.6180434,-1.1990616,3.6268125,2.519673,0.30345953,6.165581,4.2834444,0.5158812,13.624382972717285
frame_0403_overlay_go1_uncertainty_clean.ply,69,8.96728,-0.19407357,-1.1984367,3.7485275,2.5745096,0.34361598,6.372497,4.3766665,0.58414716,16.292036056518555
frame_0404_overlay_go1_uncertainty_clean.ply,69,8.92291,-0.38194057,-1.2138325,3.8160415,2.3097916,0.31225386,6.487271,3.9266458,0.5308316,13.521986961364746
frame_0405_overlay_go1_uncertainty_clean.ply,71,9.329393,-0.46084407,-1.1839496,3.0532925,2.4188488,0.33885232,5.1905975,4.112043,0.576049,12.295166015625
frame_0406_overlay_go1_uncertainty_clean.ply,64,8.974309,-0.29936534,-1.2159233,3.5024118,2.4482431,0.32752746,5.9541,4.1620135,0.5567967,13.798005104064941
frame_0407_overlay_go1_uncertainty_clean.ply,80,9.361523,-0.28786469,-1.2013749,3.3763194,2.482596,0.33785823,5.739743,4.220413,0.574359,13.913323402404785
frame_0408_overlay_go1_uncertainty_clean.ply,78,9.099269,-0.7597051,-1.1495582,3.7422366,2.3020327,0.33920547,6.3618026,3.9134557,0.5766493,14.356626510620117
frame_0414_overlay_go1_uncertainty_clean.ply,45,10.142251,-1.6202701,-1.0281672,0.21002358,0.18366772,0.121374704,0.3570401,0.31223512,0.206337,0.023002544417977333
frame_0415_overlay_go1_uncertainty_clean.ply,41,10.105435,-1.5693144,-1.0327303,0.19096753,0.17149906,0.13163704,0.3246448,0.2915484,0.22378297,0.021180985495448112
frame_0416_overlay_go1_uncertainty_clean.ply,43,10.091141,-1.5781653,-1.0407692,0.20224166,0.16811973,0.16015986,0.34381083,0.28580356,0.27227175,0.026754062622785568
frame_0418_overlay_go1_uncertainty_clean.ply,42,10.0781975,-1.5539491,-1.0331727,0.19826293,0.16996162,0.1541617,0.33704698,0.28893477,0.26207492,0.025522058829665184
frame_0419_overlay_go1_uncertainty_clean.ply,29,10.061332,-1.505407,-1.0098257,0.19993061,0.14764126,0.07977068,0.33988205,0.25099015,0.13561015,0.011568501591682434
frame_0425_overlay_go1_uncertainty_clean.ply,45,9.800111,-1.5296919,-1.0614649,0.19105402,0.18598722,0.15999204,0.32479185,0.3161783,0.27198648,0.02793087251484394
frame_0426_overlay_go1_uncertainty_clean.ply,41,9.729484,-1.5266366,-1.034054,0.20143336,0.14884156,0.11627078,0.34243673,0.25303066,0.19766033,0.017126671969890594
frame_0430_overlay_go1_uncertainty_clean.ply,40,9.461472,-1.4709873,-1.0463555,0.20380427,0.14152691,0.1078825,0.34646726,0.24059574,0.18340026,0.015287979505956173
frame_0431_overlay_go1_uncertainty_clean.ply,46,9.314202,-1.4632382,-1.0974486,0.20353529,0.17779742,0.12926935,0.34601,0.30225563,0.2197579,0.022983044385910034
frame_0432_overlay_go1_uncertainty_clean.ply,60,9.185857,-1.4409157,-1.0952778,0.2693151,0.16538918,0.12702215,0.45783567,0.2811616,0.21593766,0.027796750888228416
frame_0433_overlay_go1_uncertainty_clean.ply,60,9.119354,-1.4235575,-1.0931106,0.25302258,0.17718115,0.13104883,0.4301384,0.30120796,0.22278301,0.028864014893770218
frame_0435_overlay_go1_uncertainty_clean.ply,65,9.058411,-1.3988516,-1.097601,0.2108588,0.18341967,0.16373229,0.35845998,0.31181344,0.2783449,0.031111344695091248
frame_0436_overlay_go1_uncertainty_clean.ply,58,9.019584,-1.4110997,-1.0922266,0.23362094,0.18384661,0.14194687,0.3971556,0.31253925,0.24130969,0.02995297871530056
